standard_id,source_file,source_sheet,source_row,source_type,query,expected_tier,expected_tier_name,expected_factor_name,expected_factor_value,expected_factor_unit,expected_factor_source,expected_scope3_category,expected_lifecycle_boundary,expected_lifecycle_stage,expected_quality_decision,expected_review_note
RB-00499,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,166,table4_activity_csv,貨物下游運輸與配送產生之排放 陸運 -- tkm,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,,,,,
RB-00500,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,167,table4_activity_csv,採購貨物上游運輸與配送產生之排放 海運 -- tkm,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,,,,,
RB-00501,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,168,table4_activity_csv,貨物下游運輸與配送產生之排放 海運 -- tkm,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,,,,,
RB-00502,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,169,table4_activity_csv,採購貨物上游運輸與配送產生之排放 空運 -- tkm,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,,,,,
RB-00503,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,170,table4_activity_csv,貨物下游運輸與配送產生之排放 空運 -- tkm,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,,,,,
RB-00504,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,171,table4_activity_csv,石灰石 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,水泥砂漿(1:2),625.0,m3,Taiwan EPA,,,,,
RB-00505,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,172,table4_activity_csv,潤滑油 購買商品之上游排放 公秉,1,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),4.0,l,Taiwan EPA,,,,,
RB-00506,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,173,table4_activity_csv,矽鐵 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,多晶矽晶片,175.0,kg,Taiwan EPA,,,,,
RB-00507,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,174,table4_activity_csv,鋅錠(鍍鋅) 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,再生鋅錠,0.04,kg,Taiwan EPA,,,,,
RB-00508,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,175,table4_activity_csv,潤滑油 購買商品之上游排放 公秉,1,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),4.0,l,Taiwan EPA,,,,,
RB-00509,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,176,table4_activity_csv,潤滑油 購買商品之上游排放 公秉,1,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),4.0,l,Taiwan EPA,,,,,
RB-00510,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,177,table4_activity_csv,石灰石 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,水泥砂漿(1:2),625.0,m3,Taiwan EPA,,,,,
RB-00511,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,178,table4_activity_csv,氬氣 購買商品之上游排放 M3,1,Tier 1 - 台灣本地,車用汽油(於移動源使用，2015),3.1,l,Taiwan EPA,,,,,
RB-00512,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,179,table4_activity_csv,鋅錠(鍍鋅) 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,再生鋅錠,0.04,kg,Taiwan EPA,,,,,
RB-00513,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,180,table4_activity_csv,石墨電極 購買商品之上游排放 公噸,2,Tier 2 - 國際產業,Graphite for batteries,10.32144737,kg CO2e/kg,Idemat,,,,,此為國際平均值，實際情況可能因地區而異
RB-00514,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,181,table4_activity_csv,白雲石 購買商品之上游排放 公噸,2,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.144,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,,,,,此為國際平均值，實際情況可能因地區而異
RB-00515,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,182,table4_activity_csv,錳鐵 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,錳(未經塑性加工),6.98,kg,Taiwan EPA,,,,,
RB-00516,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,183,table4_activity_csv,石灰石 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,水泥砂漿(1:2),625.0,m3,Taiwan EPA,,,,,
RB-00517,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,184,table4_activity_csv,鎳鐵 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,再生料-廢鐵容器-碎鐵,0.25,kg,Taiwan EPA,,,,,
RB-00518,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,185,table4_activity_csv,鋅錠(鍍鋅) 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,再生鋅錠,0.04,kg,Taiwan EPA,,,,,
RB-00519,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,186,table4_activity_csv,矽鐵 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,多晶矽晶片,175.0,kg,Taiwan EPA,,,,,
RB-00520,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,187,table4_activity_csv,錳鐵 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,錳(未經塑性加工),6.98,kg,Taiwan EPA,,,,,
RB-00521,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,188,table4_activity_csv,白雲石 購買商品之上游排放 公噸,2,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.144,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,,,,,此為國際平均值，實際情況可能因地區而異
RB-00522,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,189,table4_activity_csv,廢鋼 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,再生料-廢汽車-碎鐵(鋼),0.3268,kg,Taiwan EPA,,,,,
RB-00523,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,190,table4_activity_csv,錳鐵 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,錳(未經塑性加工),6.98,kg,Taiwan EPA,,,,,
RB-00524,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,191,table4_activity_csv,白雲石 購買商品之上游排放 公噸,2,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.144,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,,,,,此為國際平均值，實際情況可能因地區而異
RB-00525,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,192,table4_activity_csv,氬氣 購買商品之上游排放 M3,1,Tier 1 - 台灣本地,車用汽油(於移動源使用，2015),3.1,l,Taiwan EPA,,,,,
RB-00526,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,193,table4_activity_csv,氬氣 購買商品之上游排放 M3,1,Tier 1 - 台灣本地,車用汽油(於移動源使用，2015),3.1,l,Taiwan EPA,,,,,
RB-00527,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,194,table4_activity_csv,白雲石 購買商品之上游排放 公噸,2,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.144,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,,,,,此為國際平均值，實際情況可能因地區而異
RB-00528,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,195,table4_activity_csv,鋅錠(鍍鋅) 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,再生鋅錠,0.04,kg,Taiwan EPA,,,,,
RB-00529,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,196,table4_activity_csv,生鐵 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,再生料-廢鐵容器-碎鐵,0.25,kg,Taiwan EPA,,,,,
RB-00530,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,197,table4_activity_csv,廢鋼 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,再生料-廢汽車-碎鐵(鋼),0.3268,kg,Taiwan EPA,,,,,
RB-00531,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,198,table4_activity_csv,軋輥 購買商品之上游排放 公噸,2,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.144,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,,,,,此為國際平均值，實際情況可能因地區而異
RB-00532,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,199,table4_activity_csv,石灰石 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,水泥砂漿(1:2),625.0,m3,Taiwan EPA,,,,,
RB-00533,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,200,table4_activity_csv,電力 購買商品之上游排放 kwh,1,Tier 1 - 台灣本地,電力排放係數(2011),0.536,kwh,Taiwan EPA,,,,,
RB-00534,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,201,table4_activity_csv,自來水 購買商品之上游排放 度,1,Tier 1 - 台灣本地,工業用水（韓國，1998）,0.000102,kg,Taiwan EPA,,,,,
RB-00535,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,202,table4_activity_csv,處置 一般事業廢棄物-焚化 mt,1,Tier 1 - 台灣本地,廢棄物掩埋清理服務(南部科學工業園區-台南園區),7.07,mt,Taiwan EPA,,,,,
RB-00536,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,203,table4_activity_csv,處置 一般事業廢棄物-掩埋 mt,1,Tier 1 - 台灣本地,廢棄物掩埋清理服務(南部科學工業園區-台南園區),7.07,mt,Taiwan EPA,,,,,
RB-00537,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,204,table4_activity_csv,運輸 一般事業廢棄物-運輸 tkm,1,Tier 1 - 台灣本地,以柴油動力垃圾車清除運輸一般廢棄物,1.31,tkm,Taiwan EPA,,,,,
RB-00538,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,205,table4_activity_csv,其他電力 其他未分類製程-其他未歸類設施 外購電力 千度,2,Tier 2 - 國際產業,"Electricity Low Voltage, domestic use General",0.162380925,kg CO2e/MJ,Idemat,,,,,此為國際平均值，實際情況可能因地區而異
RB-00539,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,206,table4_activity_csv,柴油 引擎發電程序-柴油引擎 固定 (E) 公秉,1,Tier 1 - 台灣本地,柴油（於水路運輸移動源使用，2017）,3.37,l,Taiwan EPA,,,,,
RB-00540,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,207,table4_activity_csv,柴油 交通運輸活動-運輸作業車輛 移動 (T) 公秉,1,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2016）,3.61,l,Taiwan EPA,,,,,
RB-00541,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,208,table4_activity_csv,車用汽油 交通運輸活動-運輸作業車輛 移動 (T) 公秉,1,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2016）,3.61,l,Taiwan EPA,,,,,
RB-00542,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,209,table4_activity_csv,車用汽油 非製造程序-堆高機 移動 (T) 公秉,1,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2018）,3.6,l,Taiwan EPA,,,,,
RB-00543,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,210,table4_activity_csv,滅火器 消防活動-消防設施 逸散 (F) 公噸,2,Tier 2 - 國際產業,Blast furnace gas,0.000247,kg CO2e/tonne,GHG Protocol Cross-Sector v2.0 (2024),,,,,此為國際平均值，實際情況可能因地區而異
RB-00544,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,211,table4_activity_csv,水肥 水肥處理程序-化糞池 逸散 (F) 人小時,1,Tier 1 - 台灣本地,廢(污)水處理服務(科技部新竹科學工業園區管理局竹南園區污水處理廠),0.553,m3,Taiwan EPA,,,,,
RB-00545,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,212,table4_activity_csv,乙炔 維修保養程序-其他未歸類設施 製程 (P) 公噸,1,Tier 1 - 台灣本地,再生料-廢壓縮機/廢馬達二次拆解-廢鋁,0.14,kg,Taiwan EPA,,,,,
RB-00546,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,213,table4_activity_csv,銲條、棒 維修保養程序-點焊設施 製程 (P) 公噸,2,Tier 2 - 國際產業,"Mechanical recycled pellets (rPET, rPE, rPP, rPVC), downcycl",0.552,kg CO2e/kg,FootprintCalc,,,,,此為國際平均值，實際情況可能因地區而異
RB-00547,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,214,table4_activity_csv,冷媒-R-410A，HFC-32/HFC-125(50.0/50.0) 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,,,,,
RB-00548,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,215,table4_activity_csv,PFC-14，四氟化碳，CF4 冷媒補充-冰水機 逸散 (F) 公噸,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,,,,,
RB-00549,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,216,table4_activity_csv,HFC-32/R-32二氟甲烷，CH2F2 冷媒補充-家用冷凍、冷藏裝備 逸散 (F) 公噸,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,,,,,
RB-00550,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,217,table4_activity_csv,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒補充-冰水機 逸散 (F) 公噸,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,,,,,
RB-00551,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,218,table4_activity_csv,R-508A，HFC-23/PFC-116(39.0/61.0) 冷媒補充-家用冷凍、冷藏裝備 逸散 (F) 公噸,2,Tier 2 - 國際產業,R-134a,0.038316904,kg CO2e/kg,Idemat,,,,,此為國際平均值，實際情況可能因地區而異
RB-00552,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1.csv,表4-1_鋼鐵業_合成_表4-1_鋼鐵業_合成-表格 1,219,table4_activity_csv,R-507A，HFC-125/HFC-143a(50.0/50.0) 冷媒補充-冰水機 逸散 (F) 公噸,2,Tier 2 - 國際產業,R-134a,0.038316904,kg CO2e/kg,Idemat,,,,,此為國際平均值，實際情況可能因地區而異
