description,ghg_category,scenario,industry,item_type,amount,language
倉庫液化石油氣供應 (quarterly),3,energy,Utilities,Fuel,2085231.67,zh
柴油燃料採購 (8035 公升),3,energy,Utilities,Fuel,1224523.22,zh
資源回收處理服務合約 (annual),5,waste,Environmental Services,Waste Disposal,1251641.23,zh
工廠液化石油氣供應 (quarterly),3,energy,Utilities,Fuel,248670.02,zh
汽油採購供車隊使用 (7514 公升),3,energy,Utilities,Fuel,139105.24,zh
分公司設施用電 (6 months),3,energy,Utilities,Electricity,2917296.69,zh
IT運輸服務 - 市區,4,logistics,Logistics,Freight,2912490.93,zh
管理專業服務合約,1,services,Professional Services,Consulting,1647329.83,zh
再生能源電力採購 (2457 MWh),3,energy,Utilities,Electricity,923188.58,zh
設備租賃 (CNC 機床，30 個月),8,leased_assets,Equipment Services,Equipment Lease,2497116.96,zh
購買 微晶片 元件 5906 個,1,raw_materials,Electronics,Electronic Components,7707099.28,zh
採購 8642 kg 鋼板用於製造,1,raw_materials,Manufacturing,Metal,1160381.69,zh
Analytics SaaS 訂閱 (7405 使用者),1,services,IT Services,Software,251946.08,zh
IT 基礎設施升級 - 機械手臂 (6741 台),2,equipment,IT Infrastructure,Hardware,9344286.6,zh
建造 配送中心 (4194 平方公尺),2,equipment,Real Estate,Building,52013769.0,zh
Analytics SaaS 訂閱 (2908 使用者),1,services,IT Services,Software,568400.08,zh
電動廂型車採購 (industrial grade),2,equipment,Transportation,Vehicle,11040595.88,zh
有害廢棄物處理合約 (9441 噸),5,waste,Environmental Services,Waste Disposal,1212463.85,zh
採購 丙酮 溶劑 8235 liters,1,raw_materials,Manufacturing,Chemical,1100140.11,zh
有害廢棄物處理合約 (391 噸),5,waste,Environmental Services,Waste Disposal,39455.2,zh
採購 568 個 PCB 電路板用於組裝,1,raw_materials,Electronics,Electronic Components,7471332.07,zh
設施維護服務 (annual),1,services,Facility Management,Maintenance,832344.29,zh
新建 倉庫開發專案,2,equipment,Real Estate,Building,62314273.41,zh
冷凍倉儲租賃 (8345 立方公尺),4,logistics,Logistics,Warehousing,2120537.53,zh
工業用 包裝機 (4159 台) 含安裝,2,equipment,Manufacturing,Machinery,41011585.99,zh
採購 458 台 CNC 機床用於資料中心,2,equipment,IT Infrastructure,Hardware,2644255.49,zh
採購 3844 個 電容用於組裝,1,raw_materials,Electronics,Electronic Components,6192641.39,zh
採購 6730 tons 小麥作為食品原料,1,raw_materials,Food & Beverage,Agricultural,64307.96,zh
南北區域配送月度運輸服務,4,logistics,Logistics,Freight,2136753.0,zh
Analytics SaaS 訂閱 (7978 使用者),1,services,IT Services,Software,971242.57,zh
建造 辦公大樓 (4487 平方公尺),2,equipment,Real Estate,Building,315358654.67,zh
IT 硬體租賃合約 (8883 台),8,leased_assets,Equipment Services,Equipment Lease,1820698.19,zh
汽油採購供車隊使用 (28 公升),3,energy,Utilities,Fuel,300752.93,zh
再生能源電力採購 (9132 MWh),3,energy,Utilities,Electricity,2563102.01,zh
倉庫建築合約 (倉庫),2,equipment,Real Estate,Building,158051477.58,zh
總部一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,890379.28,zh
資源回收處理服務合約 (annual),5,waste,Environmental Services,Waste Disposal,348716.77,zh
有害廢棄物處理合約 (2019 噸),5,waste,Environmental Services,Waste Disposal,244240.18,zh
IT運輸服務 - 南北,4,logistics,Logistics,Freight,4866873.02,zh
冷凍倉儲租賃 (6584 立方公尺),4,logistics,Logistics,Warehousing,2367930.2,zh
委外物流配送服務 (區域),4,logistics,Logistics,Freight,1375954.47,zh
有害廢棄物處理合約 (795 噸),5,waste,Environmental Services,Waste Disposal,733478.74,zh
Security SaaS 訂閱 (8355 使用者),1,services,IT Services,Software,146687.52,zh
鋼板原料採購 - 5862 kg,1,raw_materials,Manufacturing,Metal,3076898.9,zh
太陽能板安裝 (容量 5927 kW),2,equipment,Energy,Power Generation,49369212.85,zh
工業用 輸送系統 (9425 台) 含安裝,2,equipment,Manufacturing,Machinery,9965821.82,zh
柴油燃料採購 (9882 公升),3,energy,Utilities,Fuel,2711542.39,zh
有害廢棄物處理合約 (3259 噸),5,waste,Environmental Services,Waste Disposal,970636.8,zh
購買工業用 丙酮 444 liters,1,raw_materials,Manufacturing,Chemical,1654012.1,zh
汽油採購供車隊使用 (30 公升),3,energy,Utilities,Fuel,423177.2,zh
electronics自動化組裝線,2,equipment,Manufacturing,Production Line,21947611.42,zh
購買工業用 甲苯 2981 liters,1,raw_materials,Manufacturing,Chemical,84890.72,zh
商務差旅租車服務 (quarterly),6,travel,Business Services,Ground Transportation,127923.07,zh
公司交通車服務 (annual),7,commute,HR Services,Shuttle Service,375457.11,zh
採購 硫酸 溶劑 7530 liters,1,raw_materials,Manufacturing,Chemical,1296501.92,zh
企業計程車/叫車帳號 (annual),6,travel,Business Services,Ground Transportation,483622.11,zh
雲端 永續服務 - annual合約,1,services,IT Services,Software,386693.41,zh
倉儲服務 (2846 平方公尺，annual),4,logistics,Logistics,Warehousing,1114358.36,zh
ERP SaaS 訂閱 (9706 使用者),1,services,IT Services,Software,534565.84,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,190239.95,zh
鋼板原料採購 - 7291 kg,1,raw_materials,Manufacturing,Metal,3072848.7,zh
採購 8210 kg 鋁合金用於製造,1,raw_materials,Manufacturing,Metal,4908094.64,zh
車隊採購 - 196 輛 貨車,2,equipment,Transportation,Vehicle,8251307.06,zh
總部液化石油氣供應 (quarterly),3,energy,Utilities,Fuel,1229117.64,zh
採購 2250 台 機械手臂用於資料中心,2,equipment,IT Infrastructure,Hardware,7858122.08,zh
採購 7619 kg 鈦金屬用於製造,1,raw_materials,Manufacturing,Metal,4210530.21,zh
IT 基礎設施升級 - 輸送系統 (6550 台),2,equipment,IT Infrastructure,Hardware,911878.84,zh
聘請 永續顧問 (20 個月),1,services,Professional Services,Consulting,662351.17,zh
冷凍倉儲租賃 (1626 立方公尺),4,logistics,Logistics,Warehousing,709573.13,zh
採購 8570 個 PCB 電路板用於組裝,1,raw_materials,Electronics,Electronic Components,6510745.55,zh
雲端 永續服務 - quarterly合約,1,services,IT Services,Software,571570.4,zh
再生能源電力採購 (6541 MWh),3,energy,Utilities,Electricity,3240473.01,zh
採購 3887 kg 不鏽鋼用於製造,1,raw_materials,Manufacturing,Metal,4476946.14,zh
倉儲服務 (1801 平方公尺，annual),4,logistics,Logistics,Warehousing,1035486.4,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,928051.7,zh
物流服務合約 - 市區線 (6 months),4,logistics,Logistics,Freight,559803.47,zh
電力供應合約 (quarterly，4219 kWh),3,energy,Utilities,Electricity,3358029.1,zh
採購 1711 個 微晶片用於組裝,1,raw_materials,Electronics,Electronic Components,4188405.1,zh
CRM SaaS 訂閱 (778 使用者),1,services,IT Services,Software,558903.01,zh
再生能源設施建設 (7365 MW),2,equipment,Energy,Power Generation,41229903.94,zh
IT 基礎設施升級 - 輸送系統 (1129 台),2,equipment,IT Infrastructure,Hardware,8610947.43,zh
採購 機械手臂用於生產設施,2,equipment,Manufacturing,Machinery,35558612.88,zh
採購 氫氧化鈉 溶劑 9081 liters,1,raw_materials,Manufacturing,Chemical,898524.89,zh
採購 輸送系統用於生產設施,2,equipment,Manufacturing,Machinery,9824826.32,zh
聘請 管理顧問 (26 個月),1,services,Professional Services,Consulting,1130994.28,zh
採購 4414 tons 糖作為食品原料,1,raw_materials,Food & Beverage,Agricultural,1779596.79,zh
天然氣供應合約 (6473 立方公尺),3,energy,Utilities,Fuel,2173471.28,zh
貨車採購 (industrial grade),2,equipment,Transportation,Vehicle,18057117.58,zh
委外物流配送服務 (南北),4,logistics,Logistics,Freight,3181323.68,zh
再生能源電力採購 (5146 MWh),3,energy,Utilities,Electricity,2137380.01,zh
購買工業用 甲苯 2947 liters,1,raw_materials,Manufacturing,Chemical,200219.04,zh
設施維護服務 (quarterly),1,services,Facility Management,Maintenance,998933.09,zh
購買工業用 甲苯 2976 liters,1,raw_materials,Manufacturing,Chemical,1106064.98,zh
天然氣供應合約 (1179 立方公尺),3,energy,Utilities,Fuel,2071133.11,zh
購買工業用 乙醇 9436 liters,1,raw_materials,Manufacturing,Chemical,1191892.91,zh
購買工業用 乙醇 6408 liters,1,raw_materials,Manufacturing,Chemical,1413419.88,zh
購買 電容 元件 4558 個,1,raw_materials,Electronics,Electronic Components,3604375.45,zh
購買 電阻 元件 1827 個,1,raw_materials,Electronics,Electronic Components,7966418.7,zh
購買工業用 氫氧化鈉 4289 liters,1,raw_materials,Manufacturing,Chemical,50604.16,zh
再生能源設施建設 (4222 MW),2,equipment,Energy,Power Generation,11822286.08,zh
分公司液化石油氣供應 (quarterly),3,energy,Utilities,Fuel,1382500.02,zh
再生能源電力採購 (4041 MWh),3,energy,Utilities,Electricity,876628.83,zh
物流服務合約 - 東西線 (6 months),4,logistics,Logistics,Freight,1841938.59,zh
再生能源電力採購 (3740 MWh),3,energy,Utilities,Electricity,1172922.93,zh
事業廢棄物清運處理 (6 months),5,waste,Environmental Services,Waste Disposal,1291681.43,zh
購買 電容 元件 8106 個,1,raw_materials,Electronics,Electronic Components,2044372.04,zh
員工商務差旅 (3665 趟，東京),6,travel,Business Services,Air Travel,83138.05,zh
設施維護服務 (quarterly),1,services,Facility Management,Maintenance,971005.55,zh
electronics製造產線 (產能 799 件/日),2,equipment,Manufacturing,Production Line,84355607.86,zh
有害廢棄物處理合約 (9718 噸),5,waste,Environmental Services,Waste Disposal,714747.17,zh
製造廠建築合約 (分公司),2,equipment,Real Estate,Building,392199088.81,zh
再生能源電力採購 (4398 MWh),3,energy,Utilities,Electricity,3587097.5,zh
區域辦公室一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,666989.92,zh
購買 鋁合金 978 kg 供生產使用,1,raw_materials,Manufacturing,Metal,1776522.25,zh
設施維護服務 (12 months),1,services,Facility Management,Maintenance,190706.76,zh
採購電力 1127 度（台電）,3,energy,Utilities,Electricity,4983539.42,zh
工業機械租賃 (quarterly),8,leased_assets,Equipment Services,Equipment Lease,591237.89,zh
工業用 包裝機 (3384 台) 含安裝,2,equipment,Manufacturing,Machinery,36753814.35,zh
總部倉庫租賃 (44021 平方公尺),8,leased_assets,Real Estate,Office Lease,9603562.73,zh
倉儲服務 (3279 平方公尺，6 months),4,logistics,Logistics,Warehousing,1060077.33,zh
採購 甲苯 溶劑 9206 liters,1,raw_materials,Manufacturing,Chemical,1768796.68,zh
再生能源電力採購 (5333 MWh),3,energy,Utilities,Electricity,3562308.06,zh
鋼板原料採購 - 9847 kg,1,raw_materials,Manufacturing,Metal,4909784.22,zh
電力供應合約 (12 months，4125 kWh),3,energy,Utilities,Electricity,3020863.35,zh
購置 機械手臂 - industrial grade,2,equipment,Manufacturing,Machinery,12511820.97,zh
冷凍倉儲租賃 (4393 立方公尺),4,logistics,Logistics,Warehousing,336354.45,zh
區域辦公室大樓管理服務 (16 個月),1,services,Facility Management,Maintenance,1147706.11,zh
採購 甲苯 溶劑 941 liters,1,raw_materials,Manufacturing,Chemical,848468.47,zh
企業住宿合約 - 東京,6,travel,Business Services,Accommodation,349081.84,zh
天然氣供應合約 (4279 立方公尺),3,energy,Utilities,Fuel,341580.53,zh
採購 3687 個 電阻用於組裝,1,raw_materials,Electronics,Electronic Components,7961988.4,zh
購買工業用 甲苯 3363 liters,1,raw_materials,Manufacturing,Chemical,966391.43,zh
聘請 永續顧問 (29 個月),1,services,Professional Services,Consulting,1703097.99,zh
雲端 永續服務 - quarterly合約,1,services,IT Services,Software,993641.92,zh
購買有機 大豆 3706 tons,1,raw_materials,Food & Beverage,Agricultural,2905174.62,zh
完整 consumer goods生產線安裝,2,equipment,Manufacturing,Production Line,85838797.12,zh
雲端 法律服務 - 6 months合約,1,services,IT Services,Software,977218.41,zh
倉庫設施用電 (quarterly),3,energy,Utilities,Electricity,4810656.36,zh
採購 甲苯 溶劑 4495 liters,1,raw_materials,Manufacturing,Chemical,1072467.33,zh
automotive parts製造產線 (產能 7519 件/日),2,equipment,Manufacturing,Production Line,59026461.82,zh
分公司設施用電 (12 months),3,energy,Utilities,Electricity,907932.96,zh
IT 基礎設施升級 - 包裝機 (7372 台),2,equipment,IT Infrastructure,Hardware,1858415.58,zh
委外物流配送服務 (南北),4,logistics,Logistics,Freight,2104149.71,zh
管理部門住宿費用 (12 months),6,travel,Business Services,Accommodation,461615.41,zh
購買 1924 輛 載貨車輛用於物流運營,2,equipment,Transportation,Vehicle,8999211.67,zh
採購 9005 台 包裝機用於資料中心,2,equipment,IT Infrastructure,Hardware,7571498.85,zh
工廠大樓管理服務 (28 個月),1,services,Facility Management,Maintenance,1114104.69,zh
機械手臂發電系統 - 7941 MW,2,equipment,Energy,Power Generation,179518841.8,zh
IT諮詢服務 (6 months),1,services,Professional Services,Consulting,425528.14,zh
工廠設施用電 (12 months),3,energy,Utilities,Electricity,4072049.14,zh
天然氣供應合約 (6127 立方公尺),3,energy,Utilities,Fuel,1978881.21,zh
設施維護服務 (quarterly),1,services,Facility Management,Maintenance,1498270.89,zh
electronics製造產線 (產能 6854 件/日),2,equipment,Manufacturing,Production Line,85044551.02,zh
柴油燃料採購 (8082 公升),3,energy,Utilities,Fuel,1765544.33,zh
購買 不鏽鋼 4715 kg 供生產使用,1,raw_materials,Manufacturing,Metal,881825.6,zh
銅線原料採購 - 2480 kg,1,raw_materials,Manufacturing,Metal,1522038.35,zh
工業機械租賃 (quarterly),8,leased_assets,Equipment Services,Equipment Lease,536321.05,zh
貨車採購 (industrial grade),2,equipment,Transportation,Vehicle,26824994.91,zh
Security軟體訂閱 (2513 授權，quarterly),1,services,IT Services,Software,839671.39,zh
倉庫一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,618462.28,zh
採購 9687 kg 鋁合金用於製造,1,raw_materials,Manufacturing,Metal,3359568.4,zh
consumer goods自動化組裝線,2,equipment,Manufacturing,Production Line,45484291.38,zh
總部一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,897477.45,zh
採購 6364 kg 不鏽鋼用於製造,1,raw_materials,Manufacturing,Metal,1440098.03,zh
倉儲服務 (5769 平方公尺，6 months),4,logistics,Logistics,Warehousing,1102313.24,zh
購買有機 稻米 2317 tons,1,raw_materials,Food & Beverage,Agricultural,2932137.51,zh
辦公設備租賃 (12 months),8,leased_assets,Equipment Services,Equipment Lease,35909.16,zh
採購電力 9452 度（國家電網）,3,energy,Utilities,Electricity,2684701.95,zh
商務差旅租車服務 (annual),6,travel,Business Services,Ground Transportation,59923.23,zh
冷凍倉儲租賃 (8729 立方公尺),4,logistics,Logistics,Warehousing,775805.05,zh
採購電力 4070 度（再生能源供應商）,3,energy,Utilities,Electricity,251675.38,zh
分公司液化石油氣供應 (6 months),3,energy,Utilities,Fuel,1591592.6,zh
商務差旅住宿預訂 (7387 晚),6,travel,Business Services,Accommodation,472864.05,zh
採購 9599 台 射出成型機用於資料中心,2,equipment,IT Infrastructure,Hardware,8804085.98,zh
國際航空差旅 (跨境，6 months),6,travel,Business Services,Air Travel,1947142.57,zh
購買 3767 輛 載貨車輛用於物流運營,2,equipment,Transportation,Vehicle,18609513.94,zh
automotive parts自動化組裝線,2,equipment,Manufacturing,Production Line,45604515.59,zh
管理專業服務合約,1,services,Professional Services,Consulting,997751.87,zh
事業廢棄物清運處理 (6 months),5,waste,Environmental Services,Waste Disposal,1237961.68,zh
冷凍倉儲租賃 (6255 立方公尺),4,logistics,Logistics,Warehousing,2604131.14,zh
ERP SaaS 訂閱 (8825 使用者),1,services,IT Services,Software,771820.46,zh
consumer goods自動化組裝線,2,equipment,Manufacturing,Production Line,79414765.93,zh
柴油燃料採購 (9627 公升),3,energy,Utilities,Fuel,1758481.71,zh
Analytics軟體訂閱 (9475 授權，annual),1,services,IT Services,Software,214335.95,zh
太陽能板安裝 (容量 9115 kW),2,equipment,Energy,Power Generation,181584261.06,zh
購買工業用 氫氧化鈉 5795 liters,1,raw_materials,Manufacturing,Chemical,1954077.53,zh
建造 配送中心 (30866 平方公尺),2,equipment,Real Estate,Building,63967088.95,zh
購置 包裝機 - industrial grade,2,equipment,Manufacturing,Machinery,29505861.19,zh
採購 4624 tons 稻米作為食品原料,1,raw_materials,Food & Beverage,Agricultural,554032.63,zh
柴油燃料採購 (7383 公升),3,energy,Utilities,Fuel,601532.27,zh
設施維護服務 (12 months),1,services,Facility Management,Maintenance,609854.43,zh
購置 射出成型機 - industrial grade,2,equipment,Manufacturing,Machinery,22664764.51,zh
辦公大樓建築合約 (總部),2,equipment,Real Estate,Building,91937762.02,zh
配送中心建築合約 (工廠),2,equipment,Real Estate,Building,322807862.38,zh
企業住宿合約 - 首爾,6,travel,Business Services,Accommodation,354241.55,zh
採購 CNC 機床用於生產設施,2,equipment,Manufacturing,Machinery,20289324.68,zh
consumer goods製造產線 (產能 7911 件/日),2,equipment,Manufacturing,Production Line,8241786.59,zh
IT專業服務合約,1,services,Professional Services,Consulting,1916817.17,zh
採購 8528 kg 銅線用於製造,1,raw_materials,Manufacturing,Metal,4467252.92,zh
商務差旅租車服務 (annual),6,travel,Business Services,Ground Transportation,33458.79,zh
汽油採購供車隊使用 (1811 公升),3,energy,Utilities,Fuel,1487689.41,zh
分公司大樓管理服務 (36 個月),1,services,Facility Management,Maintenance,897755.43,zh
製造廠建築合約 (總部),2,equipment,Real Estate,Building,194950586.17,zh
購買 1008 輛 貨車用於物流運營,2,equipment,Transportation,Vehicle,24391705.42,zh
貨車採購 (industrial grade),2,equipment,Transportation,Vehicle,7532186.69,zh
雲端 永續服務 - 6 months合約,1,services,IT Services,Software,302357.31,zh
購買有機 大豆 8094 tons,1,raw_materials,Food & Beverage,Agricultural,314941.2,zh
物流服務合約 - 南北線 (6 months),4,logistics,Logistics,Freight,2223016.58,zh
事業廢棄物清運處理 (12 months),5,waste,Environmental Services,Waste Disposal,737390.18,zh
購買工業用 丙酮 5854 liters,1,raw_materials,Manufacturing,Chemical,1910149.79,zh
採購 6994 tons 大豆作為食品原料,1,raw_materials,Food & Beverage,Agricultural,2144275.96,zh
商務差旅租車服務 (annual),6,travel,Business Services,Ground Transportation,316894.11,zh
建造 倉庫 (41357 平方公尺),2,equipment,Real Estate,Building,138723994.64,zh
購買有機 稻米 5892 tons,1,raw_materials,Food & Beverage,Agricultural,1240571.54,zh
採購 5273 個 微晶片用於組裝,1,raw_materials,Electronics,Electronic Components,2697429.77,zh
完整 consumer goods生產線安裝,2,equipment,Manufacturing,Production Line,82911329.52,zh
委外物流配送服務 (東西),4,logistics,Logistics,Freight,3933575.97,zh
聘請 管理顧問 (14 個月),1,services,Professional Services,Consulting,122568.58,zh
採購 硫酸 溶劑 2598 liters,1,raw_materials,Manufacturing,Chemical,1004143.63,zh
商務差旅住宿預訂 (7061 晚),6,travel,Business Services,Accommodation,626975.25,zh
採購 1632 個 微晶片用於組裝,1,raw_materials,Electronics,Electronic Components,5111641.87,zh
商務差旅租車服務 (12 months),6,travel,Business Services,Ground Transportation,152301.99,zh
採購 甲苯 溶劑 6795 liters,1,raw_materials,Manufacturing,Chemical,1692939.8,zh
法律運輸服務 - 跨境,4,logistics,Logistics,Freight,4954992.83,zh
機場接駁服務合約,6,travel,Business Services,Ground Transportation,451807.54,zh
再生能源電力採購 (3849 MWh),3,energy,Utilities,Electricity,4916326.82,zh
購買 LED 模組 元件 3507 個,1,raw_materials,Electronics,Electronic Components,7968516.98,zh
永續專業服務合約,1,services,Professional Services,Consulting,1222620.06,zh
購買工業用 丙酮 7786 liters,1,raw_materials,Manufacturing,Chemical,224405.86,zh
法律專業服務合約,1,services,Professional Services,Consulting,417638.0,zh
工廠大樓管理服務 (22 個月),1,services,Facility Management,Maintenance,516476.74,zh
總部第三方倉儲 - 8644 坪,4,logistics,Logistics,Warehousing,168014.93,zh
倉庫一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,56542.76,zh
電力供應合約 (quarterly，6131 kWh),3,energy,Utilities,Electricity,2488527.03,zh
事業廢棄物清運處理 (12 months),5,waste,Environmental Services,Waste Disposal,1161872.46,zh
車隊採購 - 6807 輛 貨車,2,equipment,Transportation,Vehicle,4593632.59,zh
輸送系統發電系統 - 1571 MW,2,equipment,Energy,Power Generation,32275221.3,zh
營運部門住宿費用 (6 months),6,travel,Business Services,Accommodation,536858.32,zh
太陽能板安裝 (容量 2748 kW),2,equipment,Energy,Power Generation,85810612.85,zh
柴油燃料採購 (6617 公升),3,energy,Utilities,Fuel,2400406.39,zh
鋁合金原料採購 - 2397 kg,1,raw_materials,Manufacturing,Metal,2756354.9,zh
採購 4616 個 微晶片用於組裝,1,raw_materials,Electronics,Electronic Components,7087725.76,zh
冷凍倉儲租賃 (6541 立方公尺),4,logistics,Logistics,Warehousing,1211304.97,zh
冷凍倉儲租賃 (645 立方公尺),4,logistics,Logistics,Warehousing,1507222.9,zh
購置 包裝機 - industrial grade,2,equipment,Manufacturing,Machinery,29574352.33,zh
總部大樓管理服務 (11 個月),1,services,Facility Management,Maintenance,694565.69,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,168260.76,zh
委外物流配送服務 (南北),4,logistics,Logistics,Freight,111775.05,zh
採購 CNC 機床用於生產設施,2,equipment,Manufacturing,Machinery,34750597.18,zh
管理運輸服務 - 市區,4,logistics,Logistics,Freight,1840610.1,zh
聘請 管理顧問 (24 個月),1,services,Professional Services,Consulting,1609972.18,zh
銅線原料採購 - 5252 kg,1,raw_materials,Manufacturing,Metal,4979263.04,zh
再生能源設施建設 (8250 MW),2,equipment,Energy,Power Generation,139312368.15,zh
天然氣供應合約 (1171 立方公尺),3,energy,Utilities,Fuel,2979273.4,zh
公司交通車服務 (annual),7,commute,HR Services,Shuttle Service,1292305.74,zh
採購 7178 kg 鋼板用於製造,1,raw_materials,Manufacturing,Metal,1171790.54,zh
Security SaaS 訂閱 (1795 使用者),1,services,IT Services,Software,20304.21,zh
商務艙機票至倫敦,6,travel,Business Services,Air Travel,482048.2,zh
員工停車費報支 (12 months),7,commute,HR Services,Commute Allowance,525707.04,zh
採購 310 個 微晶片用於組裝,1,raw_materials,Electronics,Electronic Components,5185645.75,zh
建造 配送中心 (39087 平方公尺),2,equipment,Real Estate,Building,385730945.68,zh
再生能源電力採購 (7189 MWh),3,energy,Utilities,Electricity,4730242.86,zh
再生能源設施建設 (2194 MW),2,equipment,Energy,Power Generation,63552554.22,zh
商務差旅租車服務 (6 months),6,travel,Business Services,Ground Transportation,196313.82,zh
採購電力 5907 度（國家電網）,3,energy,Utilities,Electricity,3608245.06,zh
物流服務合約 - 跨境線 (quarterly),4,logistics,Logistics,Freight,1986045.94,zh
購買 不鏽鋼 1206 kg 供生產使用,1,raw_materials,Manufacturing,Metal,2697502.9,zh
再生能源設施建設 (9550 MW),2,equipment,Energy,Power Generation,135576662.73,zh
購買工業用 甲苯 8765 liters,1,raw_materials,Manufacturing,Chemical,668948.77,zh
電力供應合約 (6 months，8674 kWh),3,energy,Utilities,Electricity,4169371.75,zh
工廠第三方倉儲 - 4887 坪,4,logistics,Logistics,Warehousing,542770.41,zh
國際航空差旅 (跨境，quarterly),6,travel,Business Services,Air Travel,1417341.78,zh
工廠一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,167579.81,zh
採購電力 7385 度（國家電網）,3,energy,Utilities,Electricity,3188035.17,zh
貨車採購 (industrial grade),2,equipment,Transportation,Vehicle,9049849.25,zh
IT 基礎設施升級 - 射出成型機 (6749 台),2,equipment,IT Infrastructure,Hardware,8162614.81,zh
購買有機 玉米 3369 tons,1,raw_materials,Food & Beverage,Agricultural,1797897.21,zh
通勤廂型車租賃 (9549 輛),7,commute,HR Services,Shuttle Service,1421082.4,zh
IT專業服務合約,1,services,Professional Services,Consulting,286454.87,zh
射出成型機發電系統 - 9078 MW,2,equipment,Energy,Power Generation,178959233.13,zh
購買 574 輛 電動廂型車用於物流運營,2,equipment,Transportation,Vehicle,17654750.37,zh
2391 名員工通勤補貼,7,commute,HR Services,Commute Allowance,1940032.29,zh
物流服務合約 - 區域線 (annual),4,logistics,Logistics,Freight,2378189.22,zh
倉儲服務 (4661 平方公尺，annual),4,logistics,Logistics,Warehousing,2918106.76,zh
天然氣供應合約 (7713 立方公尺),3,energy,Utilities,Fuel,1537754.15,zh
企業住宿合約 - 舊金山,6,travel,Business Services,Accommodation,135695.89,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,69493.29,zh
銅線原料採購 - 4675 kg,1,raw_materials,Manufacturing,Metal,605735.39,zh
採購 7416 個 LED 模組用於組裝,1,raw_materials,Electronics,Electronic Components,5974917.65,zh
汽油採購供車隊使用 (5354 公升),3,energy,Utilities,Fuel,901286.66,zh
採購 2406 個 電容用於組裝,1,raw_materials,Electronics,Electronic Components,304822.62,zh
汽油採購供車隊使用 (3591 公升),3,energy,Utilities,Fuel,1553280.38,zh
企業計程車/叫車帳號 (6 months),6,travel,Business Services,Ground Transportation,41117.52,zh
物流服務合約 - 東西線 (6 months),4,logistics,Logistics,Freight,3129027.4,zh
完整 consumer goods生產線安裝,2,equipment,Manufacturing,Production Line,10740774.42,zh
工廠液化石油氣供應 (12 months),3,energy,Utilities,Fuel,823541.18,zh
車隊採購 - 3426 輛 貨車,2,equipment,Transportation,Vehicle,12223603.36,zh
商務差旅租車服務 (annual),6,travel,Business Services,Ground Transportation,398584.12,zh
6120 名員工通勤補貼,7,commute,HR Services,Commute Allowance,532463.24,zh
商務差旅住宿預訂 (9417 晚),6,travel,Business Services,Accommodation,171897.67,zh
包裝機發電系統 - 2655 MW,2,equipment,Energy,Power Generation,170911371.74,zh
員工停車費報支 (annual),7,commute,HR Services,Commute Allowance,1812722.66,zh
天然氣供應合約 (8359 立方公尺),3,energy,Utilities,Fuel,1913378.68,zh
採購 4961 tons 稻米作為食品原料,1,raw_materials,Food & Beverage,Agricultural,112165.63,zh
區域辦公室液化石油氣供應 (12 months),3,energy,Utilities,Fuel,960264.3,zh
購買 鈦金屬 9168 kg 供生產使用,1,raw_materials,Manufacturing,Metal,663154.59,zh
有害廢棄物處理合約 (7967 噸),5,waste,Environmental Services,Waste Disposal,972907.12,zh
採購電力 8406 度（國家電網）,3,energy,Utilities,Electricity,4654515.57,zh
事業廢棄物清運處理 (6 months),5,waste,Environmental Services,Waste Disposal,1330939.29,zh
法律專業服務合約,1,services,Professional Services,Consulting,138524.57,zh
設施維護服務 (6 months),1,services,Facility Management,Maintenance,292495.0,zh
員工交通津貼補助 (6 months),7,commute,HR Services,Commute Allowance,342651.6,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,40193.52,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,1370889.82,zh
貨車採購 (industrial grade),2,equipment,Transportation,Vehicle,23323575.99,zh
購買有機 糖 9509 tons,1,raw_materials,Food & Beverage,Agricultural,1078066.03,zh
再生能源電力採購 (7701 MWh),3,energy,Utilities,Electricity,2288664.89,zh
倉儲服務 (3640 平方公尺，6 months),4,logistics,Logistics,Warehousing,1152930.4,zh
採購 5982 台 包裝機用於資料中心,2,equipment,IT Infrastructure,Hardware,7930111.45,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,1187726.97,zh
採購 93 kg 銅線用於製造,1,raw_materials,Manufacturing,Metal,1431773.11,zh
工業用 機械手臂 (1943 台) 含安裝,2,equipment,Manufacturing,Machinery,38597709.33,zh
新建 辦公大樓開發專案,2,equipment,Real Estate,Building,383725489.82,zh
商務差旅住宿預訂 (6759 晚),6,travel,Business Services,Accommodation,436938.54,zh
購買工業用 丙酮 5435 liters,1,raw_materials,Manufacturing,Chemical,1403551.18,zh
太陽能板安裝 (容量 3636 kW),2,equipment,Energy,Power Generation,156305247.89,zh
