description,ghg_category,scenario,industry,item_type,amount,language
New distribution center development project,2,equipment,Real Estate,Building,458796018.43,en
Logistics service for regional corridor (6 months),1,logistics,Logistics,Freight,3091010.58,en
Renewable energy facility construction (8819 MW),2,equipment,Energy,Power Generation,163191972.52,en
injection molding machine procurement (industrial grade),2,equipment,IT Infrastructure,Hardware,8925940.44,en
packaging machine power generation system - 7372 MW,2,equipment,Energy,Power Generation,135223226.11,en
Logistics service for urban corridor (12 months),1,logistics,Logistics,Freight,2501362.4,en
Facility maintenance service for 6 months,1,services,Facility Management,Maintenance,468357.31,en
Industrial conveyor system (9443 units) with installation,2,equipment,Manufacturing,Machinery,21704711.66,en
Purchase of 434 units of PCB boards for assembly,1,raw_materials,Electronics,Electronic Components,1098791.42,en
Purchase of ethanol solvent - 2358 liters,1,raw_materials,Manufacturing,Chemical,1677027.72,en
Industrial acetone supply contract (2236 liters),1,raw_materials,Manufacturing,Chemical,1473667.97,en
Purchase of 9359 packaging machine for data center,2,equipment,IT Infrastructure,Hardware,6429573.76,en
Cloud IT service - 12 months contract,1,services,IT Services,Software,994314.49,en
Complete automotive parts production line installation,2,equipment,Manufacturing,Production Line,98964449.66,en
Complete electronics production line installation,2,equipment,Manufacturing,Production Line,97739573.13,en
rice ingredient procurement - 8744 tons,1,raw_materials,Food & Beverage,Agricultural,2117063.6,en
1934 liters of sulfuric acid for chemical processing,1,raw_materials,Manufacturing,Chemical,1844126.96,en
IT consulting services for quarterly,1,services,Professional Services,Consulting,574391.98,en
Collaboration software subscription (2294 licenses for annual),1,services,IT Services,Software,203198.25,en
manufacturing plant building contract (headquarters),2,equipment,Real Estate,Building,297179280.95,en
1902 liters of sulfuric acid for chemical processing,1,raw_materials,Manufacturing,Chemical,894321.67,en
Renewable energy facility construction (4989 MW),2,equipment,Energy,Power Generation,183943218.4,en
IT infrastructure upgrade - packaging machine (1944 units),2,equipment,IT Infrastructure,Hardware,3729214.18,en
Complete automotive parts production line installation,2,equipment,Manufacturing,Production Line,23648682.35,en
Purchase of 6136 units of PCB boards for assembly,1,raw_materials,Electronics,Electronic Components,698942.81,en
distribution center building contract (warehouse),2,equipment,Real Estate,Building,297078809.39,en
SaaS subscription for Security (4208 users),1,services,IT Services,Software,206346.48,en
CRM software subscription (7243 licenses for quarterly),1,services,IT Services,Software,752437.28,en
manufacturing plant building contract (regional office),2,equipment,Real Estate,Building,479034405.38,en
Order 6960 PCB boards for production batch,1,raw_materials,Electronics,Electronic Components,1436267.43,en
Monthly freight service for cross-border distribution,1,logistics,Logistics,Freight,475179.73,en
Purchase of injection molding machine for production facility,2,equipment,Manufacturing,Machinery,3136215.91,en
Third-party warehousing at factory - 2115 sqm,1,logistics,Logistics,Warehousing,442583.19,en
Cloud financial service - 12 months contract,1,services,IT Services,Software,348999.31,en
New office building development project,2,equipment,Real Estate,Building,170779954.41,en
Complete electronics production line installation,2,equipment,Manufacturing,Production Line,20663933.34,en
"Building management service (factory, 13 months)",1,services,Facility Management,Maintenance,45569.77,en
Professional advisory service - IT,1,services,Professional Services,Consulting,1159907.15,en
"Building management service (regional office, 18 months)",1,services,Facility Management,Maintenance,1153871.29,en
"Building management service (regional office, 29 months)",1,services,Facility Management,Maintenance,654463.46,en
Purchase of toluene solvent - 1440 liters,1,raw_materials,Manufacturing,Chemical,1569955.25,en
Procurement of automated robotic arm system,2,equipment,Manufacturing,Machinery,48225146.63,en
Purchase of 5626 kg of aluminum alloy for manufacturing use,1,raw_materials,Manufacturing,Metal,2594794.66,en
Automated assembly line for consumer goods,2,equipment,Manufacturing,Production Line,23944353.87,en
496 liters of acetone for chemical processing,1,raw_materials,Manufacturing,Chemical,754453.28,en
robotic arm power generation system - 1563 MW,2,equipment,Energy,Power Generation,60928070.97,en
Logistics service for cross-border corridor (6 months),1,logistics,Logistics,Freight,3766902.09,en
Order 6385 PCB boards for production batch,1,raw_materials,Electronics,Electronic Components,4847272.41,en
Cloud IT service - annual contract,1,services,IT Services,Software,306284.12,en
automotive parts manufacturing line (6623 units/day capacity),2,equipment,Manufacturing,Production Line,28139045.23,en
Purchase of 711 CNC machine for data center,2,equipment,IT Infrastructure,Hardware,5787569.49,en
New distribution center development project,2,equipment,Real Estate,Building,266146537.28,en
New warehouse development project,2,equipment,Real Estate,Building,489212401.9,en
7659 liters of toluene for chemical processing,1,raw_materials,Manufacturing,Chemical,641703.83,en
Facility maintenance service for quarterly,1,services,Facility Management,Maintenance,1293900.77,en
Order 4529 LED modules for production batch,1,raw_materials,Electronics,Electronic Components,3066923.87,en
resistors component procurement (6043 pcs),1,raw_materials,Electronics,Electronic Components,6075049.29,en
Contract for 4686 shipments via management,1,logistics,Logistics,Freight,947831.93,en
Purchase of 9118 electric vans for logistics operations,2,equipment,Transportation,Vehicle,20839529.65,en
Engagement of management consultant (13 months),1,services,Professional Services,Consulting,1827155.76,en
IT consulting services for annual,1,services,Professional Services,Consulting,1076589.17,en
Fleet procurement - 6253 cargo vehicles,2,equipment,Transportation,Vehicle,10833864.24,en
Professional advisory service - legal,1,services,Professional Services,Consulting,652653.49,en
Warehouse storage service (4838 sqm for 6 months),1,logistics,Logistics,Warehousing,2203248.34,en
PCB boards component procurement (6628 pcs),1,raw_materials,Electronics,Electronic Components,7010762.67,en
SaaS subscription for CRM (891 users),1,services,IT Services,Software,740217.3,en
Logistics service for East-West corridor (annual),1,logistics,Logistics,Freight,2215625.42,en
Order 3824 microchips for production batch,1,raw_materials,Electronics,Electronic Components,5209551.45,en
wheat ingredient procurement - 2587 tons,1,raw_materials,Food & Beverage,Agricultural,1097017.68,en
Order organic soybeans (1463 tons) from certified supplier,1,raw_materials,Food & Beverage,Agricultural,2199892.81,en
Purchase of 4508 tons of rice for food production,1,raw_materials,Food & Beverage,Agricultural,2639265.15,en
Collaboration software subscription (9215 licenses for quarterly),1,services,IT Services,Software,22835.59,en
Purchase of acetone solvent - 318 liters,1,raw_materials,Manufacturing,Chemical,606783.38,en
forklifts acquisition (industrial grade),2,equipment,Transportation,Vehicle,992652.45,en
conveyor system acquisition - industrial grade,2,equipment,Manufacturing,Machinery,25991516.64,en
Purchase of injection molding machine for production facility,2,equipment,Manufacturing,Machinery,41315430.11,en
Industrial packaging machine (6032 units) with installation,2,equipment,Manufacturing,Machinery,36260385.31,en
Procurement of automated conveyor system system,2,equipment,Manufacturing,Machinery,49621218.72,en
Cleaning and maintenance contract for office premises,1,services,Facility Management,Maintenance,223958.18,en
SaaS subscription for Analytics (5877 users),1,services,IT Services,Software,935626.13,en
corn ingredient procurement - 5256 tons,1,raw_materials,Food & Beverage,Agricultural,344048.34,en
robotic arm power generation system - 3718 MW,2,equipment,Energy,Power Generation,152198053.09,en
warehouse building contract (regional office),2,equipment,Real Estate,Building,77147823.05,en
injection molding machine acquisition - industrial grade,2,equipment,Manufacturing,Machinery,10098233.46,en
Solar panel installation (5222 kW capacity),2,equipment,Energy,Power Generation,110683181.93,en
Logistics service for urban corridor (12 months),1,logistics,Logistics,Freight,4942037.61,en
Purchase of 5988 tons of soybeans for food production,1,raw_materials,Food & Beverage,Agricultural,2126586.05,en
Automated assembly line for consumer goods,2,equipment,Manufacturing,Production Line,39018130.88,en
Automated assembly line for automotive parts,2,equipment,Manufacturing,Production Line,93670243.1,en
delivery trucks acquisition (industrial grade),2,equipment,Transportation,Vehicle,10745308.2,en
consumer goods manufacturing line (8914 units/day capacity),2,equipment,Manufacturing,Production Line,83731123.74,en
Collaboration software subscription (7812 licenses for annual),1,services,IT Services,Software,71776.26,en
delivery trucks acquisition (industrial grade),2,equipment,Transportation,Vehicle,17344542.67,en
packaging machine acquisition - industrial grade,2,equipment,Manufacturing,Machinery,20208919.05,en
Facility maintenance service for quarterly,1,services,Facility Management,Maintenance,1024973.24,en
New manufacturing plant development project,2,equipment,Real Estate,Building,380781786.37,en
Purchase of acetone solvent - 4770 liters,1,raw_materials,Manufacturing,Chemical,352697.62,en
Order organic sugar (6742 tons) from certified supplier,1,raw_materials,Food & Beverage,Agricultural,2767961.04,en
Purchase of packaging machine for production facility,2,equipment,Manufacturing,Machinery,47943899.78,en
Cloud legal service - quarterly contract,1,services,IT Services,Software,37077.38,en
Warehouse storage service (1484 sqm for 6 months),1,logistics,Logistics,Warehousing,1197317.25,en
"Building management service (regional office, 6 months)",1,services,Facility Management,Maintenance,757494.48,en
Purchase of 480 forklifts for logistics operations,2,equipment,Transportation,Vehicle,3299898.49,en
Contract for 7616 shipments via sustainability,1,logistics,Logistics,Freight,4262953.65,en
Industrial robotic arm (9843 units) with installation,2,equipment,Manufacturing,Machinery,24710292.2,en
Professional advisory service - legal,1,services,Professional Services,Consulting,1182879.68,en
Purchase of 4301 injection molding machine for data center,2,equipment,IT Infrastructure,Hardware,1651319.1,en
Order 6442 microchips for production batch,1,raw_materials,Electronics,Electronic Components,577242.43,en
manufacturing plant building contract (branch),2,equipment,Real Estate,Building,492353268.41,en
Solar panel installation (285 kW capacity),2,equipment,Energy,Power Generation,150705947.67,en
corn ingredient procurement - 5867 tons,1,raw_materials,Food & Beverage,Agricultural,2553209.36,en
Solar panel installation (6027 kW capacity),2,equipment,Energy,Power Generation,171333743.46,en
CNC machine power generation system - 1246 MW,2,equipment,Energy,Power Generation,82272876.25,en
Cleaning and maintenance contract for office premises,1,services,Facility Management,Maintenance,247578.23,en
Purchase of 7575 kg of titanium for manufacturing use,1,raw_materials,Manufacturing,Metal,3619035.81,en
steel sheets raw material supply - 2678 kg,1,raw_materials,Manufacturing,Metal,1456382.43,en
Renewable energy facility construction (7271 MW),2,equipment,Energy,Power Generation,192575056.24,en
Fleet procurement - 2371 forklifts,2,equipment,Transportation,Vehicle,21786548.82,en
"Building management service (warehouse, 17 months)",1,services,Facility Management,Maintenance,1062266.17,en
Order organic corn (9304 tons) from certified supplier,1,raw_materials,Food & Beverage,Agricultural,2016516.33,en
Procurement of automated injection molding machine system,2,equipment,Manufacturing,Machinery,34076187.84,en
Order organic sugar (7166 tons) from certified supplier,1,raw_materials,Food & Beverage,Agricultural,458314.79,en
Facility maintenance service for annual,1,services,Facility Management,Maintenance,545402.11,en
soybeans ingredient procurement - 5152 tons,1,raw_materials,Food & Beverage,Agricultural,614677.54,en
8769 liters of ethanol for chemical processing,1,raw_materials,Manufacturing,Chemical,1263081.03,en
Purchase of 8696 units of resistors for assembly,1,raw_materials,Electronics,Electronic Components,6752596.83,en
CRM software subscription (5193 licenses for 12 months),1,services,IT Services,Software,580516.13,en
Purchase of conveyor system for production facility,2,equipment,Manufacturing,Machinery,17483274.78,en
Construction of distribution center (46923 sqm),2,equipment,Real Estate,Building,158387994.83,en
Professional advisory service - financial,1,services,Professional Services,Consulting,1551796.13,en
SaaS subscription for ERP (8589 users),1,services,IT Services,Software,933013.97,en
CRM software subscription (3993 licenses for 12 months),1,services,IT Services,Software,315587.67,en
Order 1215 kg of copper wire for QQ4 production,1,raw_materials,Manufacturing,Metal,3037207.75,en
Automated assembly line for automotive parts,2,equipment,Manufacturing,Production Line,23096525.45,en
Purchase of 8834 CNC machine for data center,2,equipment,IT Infrastructure,Hardware,2754039.95,en
consumer goods manufacturing line (7514 units/day capacity),2,equipment,Manufacturing,Production Line,40519584.24,en
Purchase of sulfuric acid solvent - 9298 liters,1,raw_materials,Manufacturing,Chemical,327137.61,en
New distribution center development project,2,equipment,Real Estate,Building,310912223.11,en
Purchase of 9266 cargo vehicles for logistics operations,2,equipment,Transportation,Vehicle,1075945.04,en
Warehouse storage service (1200 sqm for annual),1,logistics,Logistics,Warehousing,2388789.67,en
Complete electronics production line installation,2,equipment,Manufacturing,Production Line,32701533.61,en
Third-party warehousing at branch - 4603 sqm,1,logistics,Logistics,Warehousing,2302517.1,en
conveyor system procurement (industrial grade),2,equipment,IT Infrastructure,Hardware,7792494.8,en
Logistics service for East-West corridor (12 months),1,logistics,Logistics,Freight,3391624.65,en
Purchase of 1524 electric vans for logistics operations,2,equipment,Transportation,Vehicle,26188636.46,en
Order 9376 kg of steel sheets for QQ2 production,1,raw_materials,Manufacturing,Metal,3541032.3,en
Order 9596 kg of steel sheets for QQ4 production,1,raw_materials,Manufacturing,Metal,4580392.11,en
Solar panel installation (1329 kW capacity),2,equipment,Energy,Power Generation,59756663.25,en
Purchase of toluene solvent - 2331 liters,1,raw_materials,Manufacturing,Chemical,604026.85,en
3392 liters of sodium hydroxide for chemical processing,1,raw_materials,Manufacturing,Chemical,19849.4,en
Warehouse storage service (1134 sqm for 12 months),1,logistics,Logistics,Warehousing,2844054.71,en
Cloud sustainability service - 6 months contract,1,services,IT Services,Software,89215.81,en
Logistics service for urban corridor (12 months),1,logistics,Logistics,Freight,4347160.66,en
Automated assembly line for electronics,2,equipment,Manufacturing,Production Line,83071246.43,en
Purchase of 5289 conveyor system for data center,2,equipment,IT Infrastructure,Hardware,5968972.74,en
Construction of distribution center (31936 sqm),2,equipment,Real Estate,Building,22770854.21,en
IT infrastructure upgrade - CNC machine (3984 units),2,equipment,IT Infrastructure,Hardware,3594952.24,en
Construction of manufacturing plant (4265 sqm),2,equipment,Real Estate,Building,394140128.22,en
Procurement of automated conveyor system system,2,equipment,Manufacturing,Machinery,1427706.06,en
Procurement of titanium (2362 kg) for production line,1,raw_materials,Manufacturing,Metal,2541565.21,en
soybeans ingredient procurement - 7914 tons,1,raw_materials,Food & Beverage,Agricultural,2526246.99,en
Purchase of 5602 units of PCB boards for assembly,1,raw_materials,Electronics,Electronic Components,1579432.92,en
Purchase of 8634 injection molding machine for data center,2,equipment,IT Infrastructure,Hardware,9999770.89,en
Purchase of toluene solvent - 2889 liters,1,raw_materials,Manufacturing,Chemical,1893288.06,en
conveyor system power generation system - 9807 MW,2,equipment,Energy,Power Generation,123235345.73,en
Purchase of 6448 tons of sugar for food production,1,raw_materials,Food & Beverage,Agricultural,242035.82,en
SaaS subscription for Security (6778 users),1,services,IT Services,Software,616466.42,en
conveyor system procurement (industrial grade),2,equipment,IT Infrastructure,Hardware,2251947.21,en
CRM software subscription (903 licenses for 12 months),1,services,IT Services,Software,298893.35,en
Order 3581 kg of aluminum alloy for QQ2 production,1,raw_materials,Manufacturing,Metal,3861456.69,en
automotive parts manufacturing line (6861 units/day capacity),2,equipment,Manufacturing,Production Line,66437055.9,en
CRM software subscription (1323 licenses for 6 months),1,services,IT Services,Software,952583.72,en
Industrial conveyor system (3970 units) with installation,2,equipment,Manufacturing,Machinery,40767153.4,en
Solar panel installation (5138 kW capacity),2,equipment,Energy,Power Generation,58125578.36,en
Warehouse storage service (4247 sqm for annual),1,logistics,Logistics,Warehousing,1237378.98,en
Cleaning and maintenance contract for office premises,1,services,Facility Management,Maintenance,423579.09,en
Automated assembly line for automotive parts,2,equipment,Manufacturing,Production Line,74113266.02,en
Logistics service for East-West corridor (quarterly),1,logistics,Logistics,Freight,4769735.13,en
New distribution center development project,2,equipment,Real Estate,Building,15189924.8,en
Procurement of stainless steel (8255 kg) for production line,1,raw_materials,Manufacturing,Metal,1366419.76,en
Fleet procurement - 942 delivery trucks,2,equipment,Transportation,Vehicle,6296592.38,en
Purchase of 1922 tons of sugar for food production,1,raw_materials,Food & Beverage,Agricultural,1978190.29,en
electric vans acquisition (industrial grade),2,equipment,Transportation,Vehicle,12442921.38,en
Purchase of 5431 cargo vehicles for logistics operations,2,equipment,Transportation,Vehicle,9519489.45,en
Purchase of 5180 units of capacitors for assembly,1,raw_materials,Electronics,Electronic Components,6397749.16,en
Complete electronics production line installation,2,equipment,Manufacturing,Production Line,70020730.63,en
Purchase of 9125 conveyor system for data center,2,equipment,IT Infrastructure,Hardware,5172642.96,en
Industrial sulfuric acid supply contract (1812 liters),1,raw_materials,Manufacturing,Chemical,760371.54,en
Professional advisory service - legal,1,services,Professional Services,Consulting,1973944.78,en
Purchase of 6193 kg of stainless steel for manufacturing use,1,raw_materials,Manufacturing,Metal,270493.69,en
Industrial ethanol supply contract (3834 liters),1,raw_materials,Manufacturing,Chemical,1499170.66,en
capacitors component procurement (6391 pcs),1,raw_materials,Electronics,Electronic Components,3495150.27,en
automotive parts manufacturing line (4806 units/day capacity),2,equipment,Manufacturing,Production Line,88813272.45,en
Solar panel installation (1206 kW capacity),2,equipment,Energy,Power Generation,86444321.33,en
Order organic sugar (7167 tons) from certified supplier,1,raw_materials,Food & Beverage,Agricultural,539703.2,en
SaaS subscription for Collaboration (807 users),1,services,IT Services,Software,581700.07,en
Third-party warehousing at warehouse - 7248 sqm,1,logistics,Logistics,Warehousing,941602.1,en
delivery trucks acquisition (industrial grade),2,equipment,Transportation,Vehicle,25827646.67,en
1877 liters of toluene for chemical processing,1,raw_materials,Manufacturing,Chemical,1821161.47,en
financial consulting services for annual,1,services,Professional Services,Consulting,1928775.64,en
warehouse building contract (factory),2,equipment,Real Estate,Building,140109914.12,en
"Building management service (headquarters, 7 months)",1,services,Facility Management,Maintenance,1389479.24,en
Cleaning and maintenance contract for office premises,1,services,Facility Management,Maintenance,1263288.41,en
Cloud financial service - quarterly contract,1,services,IT Services,Software,132379.25,en
Purchase of 5010 forklifts for logistics operations,2,equipment,Transportation,Vehicle,28225724.5,en
Order 734 kg of stainless steel for QQ1 production,1,raw_materials,Manufacturing,Metal,2796849.96,en
Purchase of acetone solvent - 9620 liters,1,raw_materials,Manufacturing,Chemical,311576.34,en
Cleaning and maintenance contract for office premises,1,services,Facility Management,Maintenance,758494.83,en
Purchase of 3092 kg of aluminum alloy for manufacturing use,1,raw_materials,Manufacturing,Metal,2764875.67,en
Order 3125 PCB boards for production batch,1,raw_materials,Electronics,Electronic Components,2623852.22,en
Warehouse storage service (2024 sqm for quarterly),1,logistics,Logistics,Warehousing,2149871.24,en
Purchase of 823 units of PCB boards for assembly,1,raw_materials,Electronics,Electronic Components,184830.55,en
sugar ingredient procurement - 2519 tons,1,raw_materials,Food & Beverage,Agricultural,343728.7,en
robotic arm power generation system - 2226 MW,2,equipment,Energy,Power Generation,129425078.62,en
Monthly freight service for cross-border distribution,1,logistics,Logistics,Freight,4886671.8,en
automotive parts manufacturing line (9830 units/day capacity),2,equipment,Manufacturing,Production Line,39714183.97,en
packaging machine procurement (industrial grade),2,equipment,IT Infrastructure,Hardware,5488747.6,en
Order 6521 capacitors for production batch,1,raw_materials,Electronics,Electronic Components,5403569.89,en
Fleet procurement - 2229 forklifts,2,equipment,Transportation,Vehicle,9572710.31,en
microchips component procurement (970 pcs),1,raw_materials,Electronics,Electronic Components,7750144.28,en
Order organic sugar (6942 tons) from certified supplier,1,raw_materials,Food & Beverage,Agricultural,1917435.66,en
Contract for 4591 shipments via financial,1,logistics,Logistics,Freight,3968805.68,en
Order 8371 PCB boards for production batch,1,raw_materials,Electronics,Electronic Components,4889405.8,en
Procurement of steel sheets (8020 kg) for production line,1,raw_materials,Manufacturing,Metal,4178407.26,en
Engagement of management consultant (22 months),1,services,Professional Services,Consulting,855460.77,en
New warehouse development project,2,equipment,Real Estate,Building,32276283.61,en
PCB boards component procurement (6045 pcs),1,raw_materials,Electronics,Electronic Components,4417399.76,en
Procurement of automated injection molding machine system,2,equipment,Manufacturing,Machinery,12090995.1,en
Procurement of aluminum alloy (4385 kg) for production line,1,raw_materials,Manufacturing,Metal,4961363.13,en
New office building development project,2,equipment,Real Estate,Building,132250228.05,en
Procurement of aluminum alloy (8977 kg) for production line,1,raw_materials,Manufacturing,Metal,553349.35,en
Automated assembly line for electronics,2,equipment,Manufacturing,Production Line,33609363.49,en
electronics manufacturing line (2631 units/day capacity),2,equipment,Manufacturing,Production Line,47121393.18,en
forklifts acquisition (industrial grade),2,equipment,Transportation,Vehicle,16292259.65,en
SaaS subscription for Security (9250 users),1,services,IT Services,Software,164160.36,en
delivery trucks acquisition (industrial grade),2,equipment,Transportation,Vehicle,19824077.09,en
Third-party warehousing at warehouse - 3947 sqm,1,logistics,Logistics,Warehousing,1550212.55,en
Solar panel installation (4276 kW capacity),2,equipment,Energy,Power Generation,149684026.93,en
Monthly freight service for East-West distribution,1,logistics,Logistics,Freight,1816429.34,en
aluminum alloy raw material supply - 5304 kg,1,raw_materials,Manufacturing,Metal,823074.01,en
electronics manufacturing line (2484 units/day capacity),2,equipment,Manufacturing,Production Line,79015249.07,en
IT infrastructure upgrade - packaging machine (2535 units),2,equipment,IT Infrastructure,Hardware,8975914.85,en
forklifts acquisition (industrial grade),2,equipment,Transportation,Vehicle,11848815.96,en
Order organic sugar (8379 tons) from certified supplier,1,raw_materials,Food & Beverage,Agricultural,613426.86,en
Order 9307 kg of steel sheets for QQ1 production,1,raw_materials,Manufacturing,Metal,4912074.48,en
Order organic sugar (7090 tons) from certified supplier,1,raw_materials,Food & Beverage,Agricultural,312442.13,en
"Building management service (regional office, 21 months)",1,services,Facility Management,Maintenance,1395635.11,en
Purchase of 2965 packaging machine for data center,2,equipment,IT Infrastructure,Hardware,6405085.72,en
Warehouse storage service (3371 sqm for annual),1,logistics,Logistics,Warehousing,2794240.71,en
Purchase of 9600 CNC machine for data center,2,equipment,IT Infrastructure,Hardware,5055596.41,en
Cleaning and maintenance contract for office premises,1,services,Facility Management,Maintenance,1413774.26,en
IT infrastructure upgrade - robotic arm (1035 units),2,equipment,IT Infrastructure,Hardware,5952646.2,en
injection molding machine procurement (industrial grade),2,equipment,IT Infrastructure,Hardware,5171686.86,en
Purchase of toluene solvent - 2285 liters,1,raw_materials,Manufacturing,Chemical,1999192.11,en
Cloud sustainability service - quarterly contract,1,services,IT Services,Software,130831.05,en
copper wire raw material supply - 2246 kg,1,raw_materials,Manufacturing,Metal,4286299.08,en
Procurement of aluminum alloy (8938 kg) for production line,1,raw_materials,Manufacturing,Metal,472801.76,en
consumer goods manufacturing line (3415 units/day capacity),2,equipment,Manufacturing,Production Line,61982310.7,en
automotive parts manufacturing line (718 units/day capacity),2,equipment,Manufacturing,Production Line,82052052.49,en
Order 871 resistors for production batch,1,raw_materials,Electronics,Electronic Components,3137638.81,en
Warehouse storage service (6515 sqm for quarterly),1,logistics,Logistics,Warehousing,1224021.44,en
Purchase of 1669 tons of sugar for food production,1,raw_materials,Food & Beverage,Agricultural,1718735.27,en
Purchase of 4272 tons of corn for food production,1,raw_materials,Food & Beverage,Agricultural,1621941.79,en
cargo vehicles acquisition (industrial grade),2,equipment,Transportation,Vehicle,17096130.2,en
microchips component procurement (3502 pcs),1,raw_materials,Electronics,Electronic Components,254690.45,en
Contract for 1016 shipments via management,1,logistics,Logistics,Freight,2071409.42,en
2529 liters of sulfuric acid for chemical processing,1,raw_materials,Manufacturing,Chemical,426676.89,en
resistors component procurement (2972 pcs),1,raw_materials,Electronics,Electronic Components,5878873.47,en
Purchase of 9916 tons of sugar for food production,1,raw_materials,Food & Beverage,Agricultural,2716676.18,en
Security software subscription (2009 licenses for annual),1,services,IT Services,Software,691767.74,en
robotic arm procurement (industrial grade),2,equipment,IT Infrastructure,Hardware,8549587.51,en
Purchase of 5835 kg of titanium for manufacturing use,1,raw_materials,Manufacturing,Metal,1211868.55,en
Order organic corn (9933 tons) from certified supplier,1,raw_materials,Food & Beverage,Agricultural,1360103.74,en
electronics manufacturing line (7961 units/day capacity),2,equipment,Manufacturing,Production Line,32593001.94,en
3542 liters of sodium hydroxide for chemical processing,1,raw_materials,Manufacturing,Chemical,1063076.87,en
sugar ingredient procurement - 3016 tons,1,raw_materials,Food & Beverage,Agricultural,1461038.25,en
Engagement of legal consultant (31 months),1,services,Professional Services,Consulting,203030.92,en
soybeans ingredient procurement - 9968 tons,1,raw_materials,Food & Beverage,Agricultural,1138602.39,en
Warehouse storage service (1814 sqm for 6 months),1,logistics,Logistics,Warehousing,177202.98,en
Facility maintenance service for annual,1,services,Facility Management,Maintenance,929464.6,en
Procurement of steel sheets (4795 kg) for production line,1,raw_materials,Manufacturing,Metal,4118181.21,en
Fleet procurement - 8801 forklifts,2,equipment,Transportation,Vehicle,23086144.63,en
warehouse building contract (regional office),2,equipment,Real Estate,Building,461912356.69,en
Order 1095 resistors for production batch,1,raw_materials,Electronics,Electronic Components,6509954.88,en
Purchase of robotic arm for production facility,2,equipment,Manufacturing,Machinery,3825129.83,en
Professional advisory service - sustainability,1,services,Professional Services,Consulting,291374.14,en
IT infrastructure upgrade - robotic arm (2601 units),2,equipment,IT Infrastructure,Hardware,2296495.73,en
Order 8484 kg of titanium for QQ3 production,1,raw_materials,Manufacturing,Metal,2412182.52,en
Fleet procurement - 8115 cargo vehicles,2,equipment,Transportation,Vehicle,3707582.46,en
microchips component procurement (6528 pcs),1,raw_materials,Electronics,Electronic Components,4998978.2,en
Facility maintenance service for annual,1,services,Facility Management,Maintenance,123342.5,en
Construction of warehouse (23035 sqm),2,equipment,Real Estate,Building,207457239.63,en
Cleaning and maintenance contract for office premises,1,services,Facility Management,Maintenance,270630.87,en
Purchase of 6916 delivery trucks for logistics operations,2,equipment,Transportation,Vehicle,6621331.92,en
Engagement of IT consultant (14 months),1,services,Professional Services,Consulting,958807.47,en
Complete automotive parts production line installation,2,equipment,Manufacturing,Production Line,41439567.11,en
IT infrastructure upgrade - CNC machine (7448 units),2,equipment,IT Infrastructure,Hardware,899816.4,en
LED modules component procurement (1390 pcs),1,raw_materials,Electronics,Electronic Components,237711.43,en
manufacturing plant building contract (factory),2,equipment,Real Estate,Building,317106734.12,en
Facility maintenance service for 12 months,1,services,Facility Management,Maintenance,383020.4,en
sustainability transportation service - East-West,1,logistics,Logistics,Freight,1886708.63,en
"Building management service (factory, 32 months)",1,services,Facility Management,Maintenance,624623.39,en
steel sheets raw material supply - 5070 kg,1,raw_materials,Manufacturing,Metal,4672820.21,en
Construction of distribution center (31893 sqm),2,equipment,Real Estate,Building,443479732.95,en
New warehouse development project,2,equipment,Real Estate,Building,351075274.4,en
"Building management service (headquarters, 34 months)",1,services,Facility Management,Maintenance,955386.29,en
Purchase of 5060 tons of soybeans for food production,1,raw_materials,Food & Beverage,Agricultural,2645197.28,en
Cleaning and maintenance contract for office premises,1,services,Facility Management,Maintenance,1477059.81,en
Purchase of 748 kg of titanium for manufacturing use,1,raw_materials,Manufacturing,Metal,3311275.83,en
Purchase of ethanol solvent - 5630 liters,1,raw_materials,Manufacturing,Chemical,1261371.84,en
financial consulting services for 6 months,1,services,Professional Services,Consulting,1014018.34,en
Automated assembly line for automotive parts,2,equipment,Manufacturing,Production Line,28842533.18,en
microchips component procurement (6502 pcs),1,raw_materials,Electronics,Electronic Components,984804.25,en
Cloud financial service - 12 months contract,1,services,IT Services,Software,61932.01,en
IT infrastructure upgrade - robotic arm (9242 units),2,equipment,IT Infrastructure,Hardware,2556627.5,en
Cleaning and maintenance contract for office premises,1,services,Facility Management,Maintenance,1337897.79,en
"Building management service (headquarters, 36 months)",1,services,Facility Management,Maintenance,1268384.85,en
Procurement of aluminum alloy (3188 kg) for production line,1,raw_materials,Manufacturing,Metal,289551.2,en
Purchase of 751 cargo vehicles for logistics operations,2,equipment,Transportation,Vehicle,24899090.48,en
Purchase of acetone solvent - 8582 liters,1,raw_materials,Manufacturing,Chemical,1673417.56,en
Fleet procurement - 4071 delivery trucks,2,equipment,Transportation,Vehicle,2768089.58,en
Professional advisory service - financial,1,services,Professional Services,Consulting,721831.29,en
Procurement of automated conveyor system system,2,equipment,Manufacturing,Machinery,27046144.82,en
Construction of distribution center (35984 sqm),2,equipment,Real Estate,Building,483157575.0,en
Professional advisory service - sustainability,1,services,Professional Services,Consulting,1224783.93,en
Third-party warehousing at headquarters - 2663 sqm,1,logistics,Logistics,Warehousing,1482789.53,en
Professional advisory service - sustainability,1,services,Professional Services,Consulting,784524.65,en
Order 2550 PCB boards for production batch,1,raw_materials,Electronics,Electronic Components,2374420.85,en
steel sheets raw material supply - 6777 kg,1,raw_materials,Manufacturing,Metal,3883311.45,en
