description,ghg_category,scenario,industry,item_type,amount,language
聘請 永續顧問 (23 個月),1,services,Professional Services,Consulting,889709.9,zh
完整 consumer goods生產線安裝,2,equipment,Manufacturing,Production Line,7102434.13,zh
採購 機械手臂用於生產設施,2,equipment,Manufacturing,Machinery,48228804.6,zh
包裝機發電系統 - 5253 MW,2,equipment,Energy,Power Generation,39953760.65,zh
車隊採購 - 8801 輛 堆高機,2,equipment,Transportation,Vehicle,23086144.63,zh
倉儲服務 (709 平方公尺，12 months),1,logistics,Logistics,Warehousing,2726288.08,zh
購買 9118 輛 電動廂型車用於物流運營,2,equipment,Transportation,Vehicle,20839529.65,zh
再生能源設施建設 (129 MW),2,equipment,Energy,Power Generation,129010414.24,zh
聘請 管理顧問 (33 個月),1,services,Professional Services,Consulting,247491.96,zh
購買 7607 輛 載貨車輛用於物流運營,2,equipment,Transportation,Vehicle,24663721.14,zh
automotive parts自動化組裝線,2,equipment,Manufacturing,Production Line,12174045.97,zh
採購 4762 個 PCB 電路板用於組裝,1,raw_materials,Electronics,Electronic Components,474111.38,zh
購置 機械手臂 - industrial grade,2,equipment,Manufacturing,Machinery,39393404.27,zh
採購 4570 個 電容用於組裝,1,raw_materials,Electronics,Electronic Components,2517531.82,zh
consumer goods自動化組裝線,2,equipment,Manufacturing,Production Line,74940323.38,zh
ERP SaaS 訂閱 (9098 使用者),1,services,IT Services,Software,419671.97,zh
建造 配送中心 (41833 平方公尺),2,equipment,Real Estate,Building,312739265.58,zh
倉庫建築合約 (區域辦公室),2,equipment,Real Estate,Building,461912356.69,zh
購買 3070 輛 電動廂型車用於物流運營,2,equipment,Transportation,Vehicle,3138012.2,zh
IT運輸服務 - 南北,1,logistics,Logistics,Freight,3041168.11,zh
購買工業用 氫氧化鈉 5459 liters,1,raw_materials,Manufacturing,Chemical,1230887.08,zh
consumer goods製造產線 (產能 1976 件/日),2,equipment,Manufacturing,Production Line,23841328.82,zh
採購 9964 kg 銅線用於製造,1,raw_materials,Manufacturing,Metal,2225257.05,zh
財務運輸服務 - 南北,1,logistics,Logistics,Freight,1986161.08,zh
雲端 財務服務 - quarterly合約,1,services,IT Services,Software,132379.25,zh
採購 包裝機用於生產設施,2,equipment,Manufacturing,Machinery,577434.63,zh
購買 電阻 元件 3260 個,1,raw_materials,Electronics,Electronic Components,2201785.19,zh
automotive parts製造產線 (產能 4806 件/日),2,equipment,Manufacturing,Production Line,88813272.45,zh
建造 倉庫 (20702 平方公尺),2,equipment,Real Estate,Building,443226003.71,zh
採購 9570 個 電阻用於組裝,1,raw_materials,Electronics,Electronic Components,1224178.6,zh
購買工業用 硫酸 1934 liters,1,raw_materials,Manufacturing,Chemical,1844126.96,zh
永續專業服務合約,1,services,Professional Services,Consulting,415413.98,zh
購買有機 玉米 5256 tons,1,raw_materials,Food & Beverage,Agricultural,344048.34,zh
建造 製造廠 (4265 平方公尺),2,equipment,Real Estate,Building,394140128.22,zh
工廠大樓管理服務 (6 個月),1,services,Facility Management,Maintenance,968140.27,zh
再生能源設施建設 (4989 MW),2,equipment,Energy,Power Generation,183943218.4,zh
太陽能板安裝 (容量 285 kW),2,equipment,Energy,Power Generation,150705947.67,zh
再生能源設施建設 (9519 MW),2,equipment,Energy,Power Generation,129039404.09,zh
倉儲服務 (8847 平方公尺，annual),1,logistics,Logistics,Warehousing,1465681.53,zh
貨車採購 (industrial grade),2,equipment,Transportation,Vehicle,10745308.2,zh
物流服務合約 - 東西線 (6 months),1,logistics,Logistics,Freight,2153322.51,zh
CRM軟體訂閱 (7243 授權，quarterly),1,services,IT Services,Software,752437.28,zh
製造廠建築合約 (區域辦公室),2,equipment,Real Estate,Building,479034405.38,zh
分公司大樓管理服務 (27 個月),1,services,Facility Management,Maintenance,597237.62,zh
IT運輸服務 - 南北,1,logistics,Logistics,Freight,4806845.2,zh
新建 倉庫開發專案,2,equipment,Real Estate,Building,281724965.26,zh
聘請 法律顧問 (14 個月),1,services,Professional Services,Consulting,1567238.35,zh
Collaboration軟體訂閱 (7812 授權，annual),1,services,IT Services,Software,71776.26,zh
工業用 輸送系統 (1346 台) 含安裝,2,equipment,Manufacturing,Machinery,5989043.72,zh
採購 5289 台 輸送系統用於資料中心,2,equipment,IT Infrastructure,Hardware,5968972.74,zh
物流服務合約 - 東西線 (annual),1,logistics,Logistics,Freight,688843.05,zh
財務諮詢服務 (6 months),1,services,Professional Services,Consulting,353980.31,zh
Security SaaS 訂閱 (9250 使用者),1,services,IT Services,Software,164160.36,zh
採購 3097 tons 大豆作為食品原料,1,raw_materials,Food & Beverage,Agricultural,1573178.36,zh
雲端 財務服務 - quarterly合約,1,services,IT Services,Software,275292.31,zh
CNC 機床發電系統 - 149 MW,2,equipment,Energy,Power Generation,198842361.11,zh
採購 5988 tons 大豆作為食品原料,1,raw_materials,Food & Beverage,Agricultural,2126586.05,zh
購置 輸送系統 (industrial grade),2,equipment,IT Infrastructure,Hardware,2251947.21,zh
倉庫大樓管理服務 (25 個月),1,services,Facility Management,Maintenance,114145.07,zh
再生能源設施建設 (8859 MW),2,equipment,Energy,Power Generation,95743831.93,zh
採購 丙酮 溶劑 1637 liters,1,raw_materials,Manufacturing,Chemical,1428034.74,zh
採購 8199 tons 小麥作為食品原料,1,raw_materials,Food & Beverage,Agricultural,2777349.75,zh
購買工業用 丙酮 6662 liters,1,raw_materials,Manufacturing,Chemical,23853.09,zh
electronics製造產線 (產能 2631 件/日),2,equipment,Manufacturing,Production Line,47121393.18,zh
electronics自動化組裝線,2,equipment,Manufacturing,Production Line,10971810.33,zh
車隊採購 - 942 輛 貨車,2,equipment,Transportation,Vehicle,6296592.38,zh
新建 倉庫開發專案,2,equipment,Real Estate,Building,489212401.9,zh
跨境區域配送月度運輸服務,1,logistics,Logistics,Freight,3667556.51,zh
採購 1843 kg 不鏽鋼用於製造,1,raw_materials,Manufacturing,Metal,749346.58,zh
倉儲服務 (322 平方公尺，quarterly),1,logistics,Logistics,Warehousing,2900872.25,zh
購買 鋁合金 1139 kg 供生產使用,1,raw_materials,Manufacturing,Metal,3700484.17,zh
物流服務合約 - 市區線 (6 months),1,logistics,Logistics,Freight,4527817.27,zh
IT 基礎設施升級 - 機械手臂 (9894 台),2,equipment,IT Infrastructure,Hardware,504604.51,zh
倉儲服務 (4838 平方公尺，6 months),1,logistics,Logistics,Warehousing,2203248.34,zh
雲端 法律服務 - 6 months合約,1,services,IT Services,Software,418268.3,zh
購置 輸送系統 (industrial grade),2,equipment,IT Infrastructure,Hardware,7792494.8,zh
採購 4612 個 電阻用於組裝,1,raw_materials,Electronics,Electronic Components,6774343.15,zh
聘請 IT顧問 (21 個月),1,services,Professional Services,Consulting,1159907.15,zh
購買有機 大豆 7202 tons,1,raw_materials,Food & Beverage,Agricultural,723855.82,zh
倉庫第三方倉儲 - 9375 坪,1,logistics,Logistics,Warehousing,2346207.5,zh
倉庫第三方倉儲 - 9731 坪,1,logistics,Logistics,Warehousing,457789.93,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,1388294.16,zh
聘請 財務顧問 (28 個月),1,services,Professional Services,Consulting,375418.72,zh
鈦金屬原料採購 - 9395 kg,1,raw_materials,Manufacturing,Metal,1740582.52,zh
區域辦公室第三方倉儲 - 9583 坪,1,logistics,Logistics,Warehousing,2590756.3,zh
物流服務合約 - 區域線 (6 months),1,logistics,Logistics,Freight,4389836.63,zh
倉儲服務 (5001 平方公尺，12 months),1,logistics,Logistics,Warehousing,2077092.14,zh
採購 711 台 CNC 機床用於資料中心,2,equipment,IT Infrastructure,Hardware,5787569.49,zh
再生能源設施建設 (596 MW),2,equipment,Energy,Power Generation,17375686.02,zh
consumer goods製造產線 (產能 7514 件/日),2,equipment,Manufacturing,Production Line,40519584.24,zh
consumer goods自動化組裝線,2,equipment,Manufacturing,Production Line,81565899.21,zh
機械手臂發電系統 - 1563 MW,2,equipment,Energy,Power Generation,60928070.97,zh
市區區域配送月度運輸服務,1,logistics,Logistics,Freight,4944413.05,zh
鋁合金原料採購 - 9502 kg,1,raw_materials,Manufacturing,Metal,4564468.46,zh
倉儲服務 (3371 平方公尺，annual),1,logistics,Logistics,Warehousing,2794240.71,zh
購買 5410 輛 堆高機用於物流運營,2,equipment,Transportation,Vehicle,15473597.76,zh
購買 751 輛 載貨車輛用於物流運營,2,equipment,Transportation,Vehicle,24899090.48,zh
購置 輸送系統 - industrial grade,2,equipment,Manufacturing,Machinery,22117233.09,zh
採購 8876 台 包裝機用於資料中心,2,equipment,IT Infrastructure,Hardware,3018858.81,zh
鋁合金原料採購 - 155 kg,1,raw_materials,Manufacturing,Metal,2300400.11,zh
IT運輸服務 - 東西,1,logistics,Logistics,Freight,4769735.13,zh
建造 配送中心 (12753 平方公尺),2,equipment,Real Estate,Building,139477401.7,zh
購置 射出成型機 (industrial grade),2,equipment,IT Infrastructure,Hardware,8172386.88,zh
IT 基礎設施升級 - 機械手臂 (9242 台),2,equipment,IT Infrastructure,Hardware,2556627.5,zh
工業用 輸送系統 (5268 台) 含安裝,2,equipment,Manufacturing,Machinery,44964939.64,zh
倉庫第三方倉儲 - 7766 坪,1,logistics,Logistics,Warehousing,1224129.41,zh
完整 electronics生產線安裝,2,equipment,Manufacturing,Production Line,41869419.54,zh
車隊採購 - 7302 輛 堆高機,2,equipment,Transportation,Vehicle,15655667.76,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,977945.43,zh
IT 基礎設施升級 - 輸送系統 (1970 台),2,equipment,IT Infrastructure,Hardware,1095735.21,zh
採購 丙酮 溶劑 4770 liters,1,raw_materials,Manufacturing,Chemical,352697.62,zh
採購 5319 kg 鈦金屬用於製造,1,raw_materials,Manufacturing,Metal,1887880.62,zh
採購 機械手臂用於生產設施,2,equipment,Manufacturing,Machinery,3825129.83,zh
購買 微晶片 元件 3456 個,1,raw_materials,Electronics,Electronic Components,3387592.51,zh
採購 7590 kg 鋁合金用於製造,1,raw_materials,Manufacturing,Metal,4836809.57,zh
冷凍倉儲租賃 (5241 立方公尺),1,logistics,Logistics,Warehousing,755037.86,zh
新建 倉庫開發專案,2,equipment,Real Estate,Building,99101530.01,zh
購買工業用 甲苯 1877 liters,1,raw_materials,Manufacturing,Chemical,1821161.47,zh
載貨車輛採購 (industrial grade),2,equipment,Transportation,Vehicle,911414.71,zh
管理專業服務合約,1,services,Professional Services,Consulting,1827155.76,zh
採購 68 台 包裝機用於資料中心,2,equipment,IT Infrastructure,Hardware,9058500.0,zh
購買有機 玉米 9284 tons,1,raw_materials,Food & Beverage,Agricultural,2343948.05,zh
IT 基礎設施升級 - 機械手臂 (2601 台),2,equipment,IT Infrastructure,Hardware,2296495.73,zh
再生能源設施建設 (4009 MW),2,equipment,Energy,Power Generation,149113621.28,zh
雲端 財務服務 - 12 months合約,1,services,IT Services,Software,238848.68,zh
機械手臂發電系統 - 3718 MW,2,equipment,Energy,Power Generation,152198053.09,zh
建造 倉庫 (610 平方公尺),2,equipment,Real Estate,Building,163818666.08,zh
法律專業服務合約,1,services,Professional Services,Consulting,203030.92,zh
工廠第三方倉儲 - 1316 坪,1,logistics,Logistics,Warehousing,157785.2,zh
Collaboration軟體訂閱 (4723 授權，6 months),1,services,IT Services,Software,869662.46,zh
購置 機械手臂 (industrial grade),2,equipment,IT Infrastructure,Hardware,8549587.51,zh
車隊採購 - 5223 輛 堆高機,2,equipment,Transportation,Vehicle,16157771.73,zh
購買有機 玉米 6658 tons,1,raw_materials,Food & Beverage,Agricultural,454455.56,zh
雲端 財務服務 - quarterly合約,1,services,IT Services,Software,557988.95,zh
完整 electronics生產線安裝,2,equipment,Manufacturing,Production Line,73512384.79,zh
倉儲服務 (2475 平方公尺，6 months),1,logistics,Logistics,Warehousing,2908830.67,zh
雲端 永續服務 - annual合約,1,services,IT Services,Software,42347.86,zh
購買工業用 氫氧化鈉 8823 liters,1,raw_materials,Manufacturing,Chemical,139770.75,zh
採購 6407 kg 鈦金屬用於製造,1,raw_materials,Manufacturing,Metal,1136975.74,zh
採購 9737 tons 大豆作為食品原料,1,raw_materials,Food & Beverage,Agricultural,1834729.66,zh
聘請 法律顧問 (20 個月),1,services,Professional Services,Consulting,283641.08,zh
automotive parts自動化組裝線,2,equipment,Manufacturing,Production Line,34986870.22,zh
配送中心建築合約 (分公司),2,equipment,Real Estate,Building,188857613.32,zh
倉儲服務 (2024 平方公尺，quarterly),1,logistics,Logistics,Warehousing,2149871.24,zh
購買有機 小麥 3080 tons,1,raw_materials,Food & Beverage,Agricultural,654690.52,zh
CRM軟體訂閱 (3993 授權，12 months),1,services,IT Services,Software,315587.67,zh
採購 1930 tons 小麥作為食品原料,1,raw_materials,Food & Beverage,Agricultural,1557840.81,zh
採購 7806 台 射出成型機用於資料中心,2,equipment,IT Infrastructure,Hardware,6592034.7,zh
consumer goods自動化組裝線,2,equipment,Manufacturing,Production Line,62629628.28,zh
採購 輸送系統用於生產設施,2,equipment,Manufacturing,Machinery,41352894.04,zh
物流服務合約 - 跨境線 (12 months),1,logistics,Logistics,Freight,2451529.8,zh
太陽能板安裝 (容量 1156 kW),2,equipment,Energy,Power Generation,36093874.12,zh
輸送系統發電系統 - 2539 MW,2,equipment,Energy,Power Generation,76491161.94,zh
採購 6327 個 LED 模組用於組裝,1,raw_materials,Electronics,Electronic Components,1597231.05,zh
車隊採購 - 2942 輛 堆高機,2,equipment,Transportation,Vehicle,27136677.47,zh
購買工業用 硫酸 6186 liters,1,raw_materials,Manufacturing,Chemical,1490512.42,zh
建造 製造廠 (17165 平方公尺),2,equipment,Real Estate,Building,283170829.24,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,1448031.65,zh
automotive parts製造產線 (產能 6861 件/日),2,equipment,Manufacturing,Production Line,66437055.9,zh
物流服務合約 - 南北線 (12 months),1,logistics,Logistics,Freight,2545197.73,zh
採購 5602 個 PCB 電路板用於組裝,1,raw_materials,Electronics,Electronic Components,1579432.92,zh
貨車採購 (industrial grade),2,equipment,Transportation,Vehicle,6961935.7,zh
設施維護服務 (quarterly),1,services,Facility Management,Maintenance,796038.8,zh
Collaboration軟體訂閱 (9901 授權，6 months),1,services,IT Services,Software,530597.94,zh
鋼板原料採購 - 2506 kg,1,raw_materials,Manufacturing,Metal,2897636.82,zh
購買 微晶片 元件 7893 個,1,raw_materials,Electronics,Electronic Components,6099005.45,zh
採購 4100 tons 稻米作為食品原料,1,raw_materials,Food & Beverage,Agricultural,1903814.27,zh
electronics自動化組裝線,2,equipment,Manufacturing,Production Line,83071246.43,zh
consumer goods自動化組裝線,2,equipment,Manufacturing,Production Line,23944353.87,zh
建造 配送中心 (31893 平方公尺),2,equipment,Real Estate,Building,443479732.95,zh
完整 electronics生產線安裝,2,equipment,Manufacturing,Production Line,32701533.61,zh
倉庫建築合約 (分公司),2,equipment,Real Estate,Building,191709211.76,zh
再生能源設施建設 (3712 MW),2,equipment,Energy,Power Generation,60021084.85,zh
Analytics SaaS 訂閱 (2283 使用者),1,services,IT Services,Software,308139.68,zh
購買工業用 丙酮 9732 liters,1,raw_materials,Manufacturing,Chemical,1982372.1,zh
雲端 財務服務 - quarterly合約,1,services,IT Services,Software,641162.74,zh
IT 基礎設施升級 - 機械手臂 (9884 台),2,equipment,IT Infrastructure,Hardware,3891457.2,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,1479782.03,zh
購置 射出成型機 - industrial grade,2,equipment,Manufacturing,Machinery,41373862.62,zh
管理諮詢服務 (annual),1,services,Professional Services,Consulting,212416.6,zh
購買工業用 甲苯 7020 liters,1,raw_materials,Manufacturing,Chemical,606189.87,zh
購置 輸送系統 - industrial grade,2,equipment,Manufacturing,Machinery,49621218.72,zh
法律諮詢服務 (annual),1,services,Professional Services,Consulting,816159.32,zh
採購 9409 個 LED 模組用於組裝,1,raw_materials,Electronics,Electronic Components,1935484.27,zh
consumer goods自動化組裝線,2,equipment,Manufacturing,Production Line,49984287.94,zh
市區區域配送月度運輸服務,1,logistics,Logistics,Freight,4003521.26,zh
採購 輸送系統用於生產設施,2,equipment,Manufacturing,Machinery,25991516.64,zh
IT 基礎設施升級 - CNC 機床 (3984 台),2,equipment,IT Infrastructure,Hardware,3594952.24,zh
購買 PCB 電路板 元件 6045 個,1,raw_materials,Electronics,Electronic Components,4417399.76,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,423579.09,zh
配送中心建築合約 (工廠),2,equipment,Real Estate,Building,483676448.97,zh
雲端 法律服務 - annual合約,1,services,IT Services,Software,821148.27,zh
採購 8834 台 CNC 機床用於資料中心,2,equipment,IT Infrastructure,Hardware,2754039.95,zh
購買工業用 氫氧化鈉 2060 liters,1,raw_materials,Manufacturing,Chemical,1285572.21,zh
貨車採購 (industrial grade),2,equipment,Transportation,Vehicle,9863909.24,zh
永續專業服務合約,1,services,Professional Services,Consulting,53078.23,zh
堆高機採購 (industrial grade),2,equipment,Transportation,Vehicle,16292259.65,zh
完整 automotive parts生產線安裝,2,equipment,Manufacturing,Production Line,90959655.44,zh
購買 銅線 1116 kg 供生產使用,1,raw_materials,Manufacturing,Metal,2397870.55,zh
購買 9266 輛 載貨車輛用於物流運營,2,equipment,Transportation,Vehicle,1075945.04,zh
太陽能板安裝 (容量 4276 kW),2,equipment,Energy,Power Generation,149684026.93,zh
物流服務合約 - 跨境線 (12 months),1,logistics,Logistics,Freight,1310123.93,zh
不鏽鋼原料採購 - 5925 kg,1,raw_materials,Manufacturing,Metal,447117.17,zh
採購 6193 kg 不鏽鋼用於製造,1,raw_materials,Manufacturing,Metal,270493.69,zh
採購 乙醇 溶劑 4344 liters,1,raw_materials,Manufacturing,Chemical,1649359.4,zh
管理運輸服務 - 跨境,1,logistics,Logistics,Freight,4903995.45,zh
建造 辦公大樓 (3940 平方公尺),2,equipment,Real Estate,Building,489176248.8,zh
automotive parts製造產線 (產能 9830 件/日),2,equipment,Manufacturing,Production Line,39714183.97,zh
倉儲服務 (369 平方公尺，6 months),1,logistics,Logistics,Warehousing,422308.23,zh
設施維護服務 (6 months),1,services,Facility Management,Maintenance,811942.4,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,699461.77,zh
車隊採購 - 5914 輛 堆高機,2,equipment,Transportation,Vehicle,5985443.87,zh
購買工業用 丙酮 622 liters,1,raw_materials,Manufacturing,Chemical,763606.26,zh
管理運輸服務 - 跨境,1,logistics,Logistics,Freight,3766902.09,zh
購置 射出成型機 (industrial grade),2,equipment,IT Infrastructure,Hardware,5171686.86,zh
採購 6304 tons 玉米作為食品原料,1,raw_materials,Food & Beverage,Agricultural,2161459.19,zh
跨境區域配送月度運輸服務,1,logistics,Logistics,Freight,915848.36,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,1281406.31,zh
購置 機械手臂 - industrial grade,2,equipment,Manufacturing,Machinery,17881733.39,zh
設施維護服務 (quarterly),1,services,Facility Management,Maintenance,668345.62,zh
物流服務合約 - 南北線 (quarterly),1,logistics,Logistics,Freight,3489597.01,zh
採購 甲苯 溶劑 4263 liters,1,raw_materials,Manufacturing,Chemical,867933.6,zh
法律專業服務合約,1,services,Professional Services,Consulting,1833745.29,zh
鋼板原料採購 - 8148 kg,1,raw_materials,Manufacturing,Metal,2902073.29,zh
採購 丙酮 溶劑 9998 liters,1,raw_materials,Manufacturing,Chemical,1295950.48,zh
購買 鋁合金 4669 kg 供生產使用,1,raw_materials,Manufacturing,Metal,1592776.41,zh
採購 4282 個 電容用於組裝,1,raw_materials,Electronics,Electronic Components,959025.41,zh
太陽能板安裝 (容量 1137 kW),2,equipment,Energy,Power Generation,66552207.86,zh
物流服務合約 - 跨境線 (annual),1,logistics,Logistics,Freight,4612278.07,zh
consumer goods製造產線 (產能 539 件/日),2,equipment,Manufacturing,Production Line,10184067.45,zh
建造 倉庫 (48838 平方公尺),2,equipment,Real Estate,Building,184852208.95,zh
倉儲服務 (7683 平方公尺，6 months),1,logistics,Logistics,Warehousing,383912.38,zh
購置 輸送系統 (industrial grade),2,equipment,IT Infrastructure,Hardware,6243354.16,zh
購買 不鏽鋼 4355 kg 供生產使用,1,raw_materials,Manufacturing,Metal,260210.26,zh
採購 9022 個 電容用於組裝,1,raw_materials,Electronics,Electronic Components,1245833.73,zh
聘請 管理顧問 (26 個月),1,services,Professional Services,Consulting,1184033.39,zh
總部大樓管理服務 (36 個月),1,services,Facility Management,Maintenance,1268384.85,zh
購買 PCB 電路板 元件 6379 個,1,raw_materials,Electronics,Electronic Components,6459723.09,zh
購買 電阻 元件 6043 個,1,raw_materials,Electronics,Electronic Components,6075049.29,zh
完整 automotive parts生產線安裝,2,equipment,Manufacturing,Production Line,23648682.35,zh
購買工業用 丙酮 8313 liters,1,raw_materials,Manufacturing,Chemical,1836471.98,zh
完整 electronics生產線安裝,2,equipment,Manufacturing,Production Line,14585187.74,zh
採購 4385 kg 鋁合金用於製造,1,raw_materials,Manufacturing,Metal,4961363.13,zh
電動廂型車採購 (industrial grade),2,equipment,Transportation,Vehicle,22435588.13,zh
採購 2379 tons 稻米作為食品原料,1,raw_materials,Food & Beverage,Agricultural,44525.63,zh
車隊採購 - 6505 輛 堆高機,2,equipment,Transportation,Vehicle,9176878.4,zh
建造 倉庫 (8146 平方公尺),2,equipment,Real Estate,Building,444757061.18,zh
購置 輸送系統 - industrial grade,2,equipment,Manufacturing,Machinery,42441277.89,zh
CRM SaaS 訂閱 (891 使用者),1,services,IT Services,Software,740217.3,zh
consumer goods製造產線 (產能 7779 件/日),2,equipment,Manufacturing,Production Line,8786774.5,zh
市區區域配送月度運輸服務,1,logistics,Logistics,Freight,1602937.85,zh
電動廂型車採購 (industrial grade),2,equipment,Transportation,Vehicle,12442921.38,zh
IT運輸服務 - 東西,1,logistics,Logistics,Freight,109217.79,zh
雲端 永續服務 - 6 months合約,1,services,IT Services,Software,186230.69,zh
IT 基礎設施升級 - 輸送系統 (5405 台),2,equipment,IT Infrastructure,Hardware,9343693.47,zh
建造 配送中心 (46923 平方公尺),2,equipment,Real Estate,Building,158387994.83,zh
完整 consumer goods生產線安裝,2,equipment,Manufacturing,Production Line,94482705.28,zh
採購 2588 tons 玉米作為食品原料,1,raw_materials,Food & Beverage,Agricultural,737061.56,zh
購買有機 糖 7992 tons,1,raw_materials,Food & Beverage,Agricultural,539703.2,zh
購買有機 大豆 9182 tons,1,raw_materials,Food & Beverage,Agricultural,1171396.65,zh
分公司第三方倉儲 - 4603 坪,1,logistics,Logistics,Warehousing,2302517.1,zh
consumer goods自動化組裝線,2,equipment,Manufacturing,Production Line,83798775.05,zh
IT運輸服務 - 東西,1,logistics,Logistics,Freight,2215625.42,zh
貨車採購 (industrial grade),2,equipment,Transportation,Vehicle,19824077.09,zh
購買 LED 模組 元件 1390 個,1,raw_materials,Electronics,Electronic Components,237711.43,zh
consumer goods製造產線 (產能 578 件/日),2,equipment,Manufacturing,Production Line,25405629.98,zh
倉庫建築合約 (區域辦公室),2,equipment,Real Estate,Building,77147823.05,zh
購買 電阻 元件 8057 個,1,raw_materials,Electronics,Electronic Components,5698795.7,zh
雲端 IT服務 - quarterly合約,1,services,IT Services,Software,29548.92,zh
Analytics軟體訂閱 (7151 授權，6 months),1,services,IT Services,Software,342532.42,zh
鋁合金原料採購 - 3267 kg,1,raw_materials,Manufacturing,Metal,472801.76,zh
購買 2804 輛 電動廂型車用於物流運營,2,equipment,Transportation,Vehicle,18045402.94,zh
製造廠建築合約 (分公司),2,equipment,Real Estate,Building,492353268.41,zh
管理運輸服務 - 市區,1,logistics,Logistics,Freight,2422559.76,zh
購買 PCB 電路板 元件 3470 個,1,raw_materials,Electronics,Electronic Components,6669333.31,zh
總部第三方倉儲 - 1725 坪,1,logistics,Logistics,Warehousing,507516.63,zh
聘請 管理顧問 (21 個月),1,services,Professional Services,Consulting,438753.33,zh
購置 CNC 機床 - industrial grade,2,equipment,Manufacturing,Machinery,49907081.99,zh
購買 微晶片 元件 3502 個,1,raw_materials,Electronics,Electronic Components,254690.45,zh
設施維護服務 (quarterly),1,services,Facility Management,Maintenance,542848.88,zh
購買工業用 氫氧化鈉 6130 liters,1,raw_materials,Manufacturing,Chemical,1246617.89,zh
Analytics SaaS 訂閱 (2780 使用者),1,services,IT Services,Software,619639.78,zh
採購 2972 tons 大豆作為食品原料,1,raw_materials,Food & Beverage,Agricultural,2712691.22,zh
設施維護服務 (6 months),1,services,Facility Management,Maintenance,190064.84,zh
採購 54 台 包裝機用於資料中心,2,equipment,IT Infrastructure,Hardware,2465370.81,zh
購買工業用 丙酮 6270 liters,1,raw_materials,Manufacturing,Chemical,1974761.92,zh
採購 3188 kg 鋁合金用於製造,1,raw_materials,Manufacturing,Metal,289551.2,zh
載貨車輛採購 (industrial grade),2,equipment,Transportation,Vehicle,17096130.2,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,173232.42,zh
採購 7270 個 PCB 電路板用於組裝,1,raw_materials,Electronics,Electronic Components,1329627.41,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,1477059.81,zh
鋼板原料採購 - 726 kg,1,raw_materials,Manufacturing,Metal,2407322.9,zh
南北區域配送月度運輸服務,1,logistics,Logistics,Freight,598004.13,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,808830.28,zh
Collaboration軟體訂閱 (1364 授權，6 months),1,services,IT Services,Software,122078.89,zh
太陽能板安裝 (容量 1206 kW),2,equipment,Energy,Power Generation,86444321.33,zh
再生能源設施建設 (236 MW),2,equipment,Energy,Power Generation,196019191.66,zh
購買 不鏽鋼 8179 kg 供生產使用,1,raw_materials,Manufacturing,Metal,1432334.2,zh
automotive parts自動化組裝線,2,equipment,Manufacturing,Production Line,44517665.71,zh
物流服務合約 - 市區線 (quarterly),1,logistics,Logistics,Freight,3329221.52,zh
辦公大樓建築合約 (工廠),2,equipment,Real Estate,Building,206763015.07,zh
購買 鈦金屬 8484 kg 供生產使用,1,raw_materials,Manufacturing,Metal,2412182.52,zh
購置 機械手臂 - industrial grade,2,equipment,Manufacturing,Machinery,11282581.78,zh
購買工業用 氫氧化鈉 3542 liters,1,raw_materials,Manufacturing,Chemical,1063076.87,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,1206754.07,zh
貨車採購 (industrial grade),2,equipment,Transportation,Vehicle,17344542.67,zh
採購 3583 tons 大豆作為食品原料,1,raw_materials,Food & Beverage,Agricultural,2835629.08,zh
完整 electronics生產線安裝,2,equipment,Manufacturing,Production Line,76157304.8,zh
總部第三方倉儲 - 1401 坪,1,logistics,Logistics,Warehousing,2554977.41,zh
倉庫建築合約 (工廠),2,equipment,Real Estate,Building,288212798.99,zh
太陽能板安裝 (容量 1329 kW),2,equipment,Energy,Power Generation,59756663.25,zh
工廠大樓管理服務 (32 個月),1,services,Facility Management,Maintenance,624623.39,zh
完整 consumer goods生產線安裝,2,equipment,Manufacturing,Production Line,86842016.43,zh
設施維護服務 (12 months),1,services,Facility Management,Maintenance,383020.4,zh
東西區域配送月度運輸服務,1,logistics,Logistics,Freight,1886708.63,zh
設施維護服務 (annual),1,services,Facility Management,Maintenance,1332100.79,zh
採購 2943 個 LED 模組用於組裝,1,raw_materials,Electronics,Electronic Components,4229837.81,zh
新建 配送中心開發專案,2,equipment,Real Estate,Building,310912223.11,zh
工業用 機械手臂 (8462 台) 含安裝,2,equipment,Manufacturing,Machinery,46558360.39,zh
採購 8539 個 微晶片用於組裝,1,raw_materials,Electronics,Electronic Components,1759285.61,zh
IT專業服務合約,1,services,Professional Services,Consulting,260786.47,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,620289.05,zh
雲端 永續服務 - annual合約,1,services,IT Services,Software,515545.07,zh
總部第三方倉儲 - 1609 坪,1,logistics,Logistics,Warehousing,535742.9,zh
