Scope 3 Category,ERP ID,Item Name,自動匹配係數,Spec/Grade,Qty,Unit,Total (TWD),Mapping Hint,lookup_keyword,lookup_factor_name,lookup_factor_value,lookup_factor_unit,match_status,match_mode,matched_tier,matched_tier_name,matched_name,matched_emission_factor,matched_unit,matched_source,matched_region,matched_base_year,matched_similarity,match_warning,candidate_count,query_text,source_type,source_sheet,calculated_co2e_kg,calculated_co2e_t,calculation_status,calculation_basis
Category 1 (Purchased Goods),EXP-10091,瓦楞紙外箱,0,AB-Flute / Double Wall,2745,pcs,49410,Spend-based Factor,瓦楞,紙製品-瓦楞紙箱,0.82,kg,已匹配,係數對照表,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,瓦楞紙外箱 AB-Flute / Double Wall 紙製品-瓦楞紙箱,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=pcs, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10092,PET 瓶裝水 (500ml),0.82,Recyclable PET / rPET 25%,1651,ctn,198120,Spend-based Factor,PET,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,PET 瓶裝水 (500ml) Recyclable PET / rPET 25% 塑膠原料-聚乙烯對苯二甲酸酯,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=ctn, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10093,瓦楞紙外箱,0.82,AB-Flute / Double Wall,1134,pcs,20412,Spend-based Factor,瓦楞,紙製品-瓦楞紙箱,0.82,kg,已匹配,係數對照表,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,瓦楞紙外箱 AB-Flute / Double Wall 紙製品-瓦楞紙箱,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=pcs, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10094,澳洲進口牛肉 (板腱),2.15,Chilled / Grade A,1620,kg,729000,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,46170,46.17,已計算,Qty 1620 kg -> 1620 kg; * factor
Category 1 (Purchased Goods),EXP-10095,有機蔬菜組 (契作),0.82,Mixed Leafy / GAP Cert.,1712,kg,145520,WBCSD Material Method,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,TW,2017,0.803974390029907,,1,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,procurement_workbook,連鎖餐飲與零售業,955.296,0.955296,已計算,Qty 1712 kg -> 1712 kg; * factor
Category 1 (Purchased Goods),EXP-10096,有機蔬菜組 (契作),0,Mixed Leafy / GAP Cert.,927,kg,78795,WBCSD Material Method,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,TW,2017,0.803974390029907,,1,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,procurement_workbook,連鎖餐飲與零售業,517.266,0.517266,已計算,Qty 927 kg -> 927 kg; * factor
Category 1 (Purchased Goods),EXP-10097,有機蔬菜組 (契作),0,Mixed Leafy / GAP Cert.,3334,kg,283390,WBCSD Material Method,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,TW,2017,0.803974390029907,,1,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,procurement_workbook,連鎖餐飲與零售業,1860.372,1.860372,已計算,Qty 3334 kg -> 3334 kg; * factor
Category 1 (Purchased Goods),EXP-10098,瓦楞紙外箱,0,AB-Flute / Double Wall,1443,pcs,25974,Spend-based Factor,瓦楞,紙製品-瓦楞紙箱,0.82,kg,已匹配,係數對照表,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,瓦楞紙外箱 AB-Flute / Double Wall 紙製品-瓦楞紙箱,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=pcs, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10099,澳洲進口牛肉 (板腱),0,Chilled / Grade A,231,kg,103950,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,6583.5,6.5835,已計算,Qty 231 kg -> 231 kg; * factor
代碼,類別,品名,自動匹配係數,規格/等級,數量,單位,總額(TWD),MOENV關鍵字,,,,,已匹配,標準門檻,3,Tier 3 - EEIO 模型,Fish products,204368.158959626,kg CO2e/M.EUR,EXIOBASE,台灣,2022,0.737433850765228,"⚠️ 此結果基於產業平均排放強度
- 實際排放可能因產品特性而顯著不同
- 不確定性範圍: ±50% ~ ±300%
- 建議僅用於初步估算",3,品名 規格/等級,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=單位, factor_unit=kg CO2e/M.EUR"
MAT-FOD-001,Category 1,越光米 (Premium Sushi Rice),0.000088,"CNS 一等米, 15% Moisture",25,t,1625000,白米,白米,農作物-CNS一等梗米 (白米),1.42,kg,已匹配,係數對照表,0,係數對照表,農作物-CNS一等梗米 (白米),1.42,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,"越光米 (Premium Sushi Rice) CNS 一等米, 15% Moisture 白米 農作物-CNS一等梗米 (白米)",procurement_workbook,連鎖餐飲與零售業,35500,35.5,已計算,Qty 25 t -> 25000 kg; * factor (公噸/t/mt 轉 kg)
MAT-FOD-002,Category 1,精製大豆油 (Soybean Oil),0,"Refined, 18L Tin",500,unit,410000,大豆油,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,芝麻油(543 ml),1.22,瓶,Taiwan EPA,TW,2017,0.825776755809784,,3,"精製大豆油 (Soybean Oil) Refined, 18L Tin 大豆油",procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=unit, factor_unit=瓶"
MAT-FOD-003,Category 1,高筋麵粉 (Bread Flour),0.000088,"Protein 12.5%+, 22kg/bag",15,t,570000,麵粉,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,麵粉,0.531,kg,Taiwan EPA,TW,2016,0.812578618526459,,1,"高筋麵粉 (Bread Flour) Protein 12.5%+, 22kg/bag 麵粉",procurement_workbook,連鎖餐飲與零售業,7965,7.965,已計算,Qty 15 t -> 15000 kg; * factor (公噸/t/mt 轉 kg)
MAT-FOD-004,Category 2,隧道式烤箱 (Tunnel Oven),0,"Electric, 15m Length",1,pcs,5500000,工業烤箱,,,,,已匹配,標準門檻,3,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),10469.1256336605,kg CO2e/M.EUR,EXIOBASE,台灣,2022,0.829141080379486,資本財/設備類批次資料優先採用 EEIO 產業平均；建議人工覆核。,3,"隧道式烤箱 (Tunnel Oven) Electric, 15m Length 工業烤箱 machinery equipment capital goods",procurement_workbook,連鎖餐飲與零售業,1645.14831386094,1.64514831386094,已計算,"Total(TWD) 5,500,000 / 35 / 1,000,000 * kgCO2e/M.EUR"
MAT-FOD-005,Category 1,PE 複合包裝袋,0,"Laminated, Food Grade",85000,pcs,102000,塑膠包裝材料,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,未漂白牛皮紙袋和麻袋用紙,1.24,kg,Taiwan EPA,TW,2017,0.865291118621826,,3,"PE 複合包裝袋 Laminated, Food Grade 塑膠包裝材料",procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=pcs, factor_unit=kg"
MAT-FOD-006,Category 1,白砂糖 (White Sugar),0,"Fine Granulated, 50kg/bag",8,t,224000,砂糖,砂糖,食品加工-精製白砂糖,0.65,kg,已匹配,係數對照表,0,係數對照表,食品加工-精製白砂糖,0.65,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,"白砂糖 (White Sugar) Fine Granulated, 50kg/bag 砂糖 食品加工-精製白砂糖",procurement_workbook,連鎖餐飲與零售業,5200,5.2,已計算,Qty 8 t -> 8000 kg; * factor (公噸/t/mt 轉 kg)
MAT-FOD-007,Category 1,液蛋 (Liquid Whole Egg),0,"Pasteurized, 10kg/box",1200,kg,132000,雞蛋,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"Egg, soft-boiled",3.8,kg CO2e/kg,AGRIBALYSE,FR,2024,0.810263693332672,此為國際平均值，實際情況可能因地區而異,3,"液蛋 (Liquid Whole Egg) Pasteurized, 10kg/box 雞蛋",procurement_workbook,連鎖餐飲與零售業,4560,4.56,已計算,Qty 1200 kg -> 1200 kg; * factor
MAT-FOD-008,Category 2,低溫物流車 (Reefer Truck),0,"5-Ton, Hino Chassis",2,pcs,5600000,貨車,,,,,已匹配,標準門檻,3,Tier 3 - EEIO 模型,"Motor vehicles, trailers and semi-trailers (34)",114585.463709438,kg CO2e/M.EUR,EXIOBASE,台灣,2022,0.825659275054932,資本財/設備類批次資料優先採用 EEIO 產業平均；建議人工覆核。,3,"低溫物流車 (Reefer Truck) 5-Ton, Hino Chassis 貨車 machinery equipment capital goods",procurement_workbook,連鎖餐飲與零售業,18333.67419351,18.33367419351,已計算,"Total(TWD) 5,600,000 / 35 / 1,000,000 * kgCO2e/M.EUR"
MAT-FOD-009,Category 1,次氯酸鈉 (Sanitizer),0,Food Grade 12%,600,kg,27000,消毒液,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"Celeriac in remoulade sauce, prepacked",1.07,kg CO2e/kg,AGRIBALYSE,FR,2024,0.757827997207642,此為國際平均值，實際情況可能因地區而異,3,次氯酸鈉 (Sanitizer) Food Grade 12% 消毒液,procurement_workbook,連鎖餐飲與零售業,642,0.642,已計算,Qty 600 kg -> 600 kg; * factor
MAT-FOD-010,Category 1,天然海鹽 (Sea Salt),0,"Iodized, Fine Grade",2,t,36000,鹽,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,硫酸酯鹽界面活性劑,1.06,kg,Taiwan EPA,TW,2023,0.828729867935181,,3,"天然海鹽 (Sea Salt) Iodized, Fine Grade 鹽",procurement_workbook,連鎖餐飲與零售業,2120,2.12,已計算,Qty 2 t -> 2000 kg; * factor (公噸/t/mt 轉 kg)
